阿非利加洲	Afrika
Category:果	Kategorie:Obst
Category:天候學	Kategorie:Klimatologie
Category:亞洲地理志	Kategorie:Geographie (Asien)
Category:人類學	Kategorie:Anthropologie
Category:五代書	Kategorie:Zeit der Fünf Dynastien
Category:作業系統	Kategorie:Betriebssystem
Category:金書	Kategorie:Jin-Dynastie (1125–1234)
Category:清書	Kategorie:Qing-Dynastie
Category:宋書	Kategorie:Song-Dynastie
Category:明書	Kategorie:Ming-Dynastie
Category:元書	Kategorie:Yuan-Dynastie
Category:隋書	Kategorie:Sui-Dynastie
Category:遼書	Kategorie:Liao-Dynastie
Category:周書	Kategorie:Zhou-Dynastie
Category:天演	Kategorie:Evolution
Category:動物	Kategorie:Vielzellige Tiere
Category:三國書	Kategorie:Zeit der Drei Reiche
Category:兵器	Kategorie:Waffe
Category:紀年	Kategorie:Chronologie
Category:中華史誌	Kategorie:Chinesisches Geschichtswerk
Category:弦論	Kategorie:Stringtheorie
Category:數學分析	Kategorie:Analysis
Category:樂器	Kategorie:Musikinstrument
Category:漢字	Kategorie:Chinesische Schrift
Category:氣象	Kategorie:Meteorologie
Category:實驗儀器	Kategorie:Laborgerät
Category:香港	Kategorie:Hongkong
Category:PS2遊戲	Kategorie:PlayStation-2-Spiel
Category:高雄市	Kategorie:Kaohsiung
Category:鹽	Kategorie:Salz
Category:廣西壯族自治區	Kategorie:Guangxi
Category:衣	Kategorie:Kleidung
Category:上海市	Kategorie:Shanghai
Category:龜	Kategorie:Schildkröten
Category:中華節日	Kategorie:Chinesisches Fest
Category:節日	Kategorie:Festival
Category:臺北市	Kategorie:Taipeh
Category:書體	Kategorie:Schriftart
Category:古希臘史	Kategorie:Griechische Geschichte (Antike)
Category:交通	Kategorie:Verkehrswesen
Category:刑	Kategorie:Strafe
Category:玩	Kategorie:Spielzeug
Category:數趣	Kategorie:Unterhaltungsmathematik
Category:清本紀	Kategorie:Kaiser der Qing-Dynastie
Category:群論	Kategorie:Gruppentheorie
Category:數論	Kategorie:Zahlentheorie
Category:拓撲學	Kategorie:Topologie
Category:疇人	Kategorie:Mathematiker
Category:韓國維基人	Kategorie:Benutzer:aus Südkorea
Category:雕塑	Kategorie:Bildhauerei
Category:大韓民國大統領世家	Kategorie:Präsident (Südkorea)
Category:漢語	Kategorie:Chinesische Sprachen
Category:澳門	Kategorie:Macau
Category:日本文	Kategorie:Japanische Schrift
Category:日本漢字	Kategorie:Kanji
Category:塔	Kategorie:Turm
便利店	Convenience Shop
Category:無錫市	Kategorie:Wuxi
Category:中華人民共和國書	Kategorie:Volksrepublik China
Category:衛星	Kategorie:Trabant
Category:數學史	Kategorie:Geschichte der Mathematik
Category:目錄學	Kategorie:Bibliografie
Category:日本世家	Kategorie:Japanisches Adelsgeschlecht
Template:依余之見	Vorlage:Kommentar
中國 (釋義)	China (Begriffsklärung)
門:數學	Portal:Mathematik
Category:武漢市	Kategorie:Wuhan
Category:美國維基人	Kategorie:Benutzer:aus den Vereinigten Staaten
Category:臺灣維基人	Kategorie:Benutzer:aus Taiwan
Template:User yue-4	Vorlage:User zh-yue-4
Template:User yue-2	Vorlage:User zh-yue-2
Template:User nan-4	Vorlage:User zh-min-nan-4
Template:User nan-2	Vorlage:User zh-min-nan-2
Category:西夏書	Kategorie:Westliche Xia-Dynastie
Category:代數	Kategorie:Algebra
Category:雅典列傳	Kategorie:Person (Athen in der Antike)
Category:雅典書	Kategorie:Athen in der Antike
Category:胴體	Kategorie:Rumpf
Category:橋	Kategorie:Brücke
Category:曹魏本紀	Kategorie:Kaiser der Wei-Dynastie
Category:矮行星	Kategorie:Zwergplanet
Category:地震	Kategorie:Erdbebenereignis
Category:東正教會	Kategorie:Orthodoxie
Category:孫吳本紀	Kategorie:Kaiser der Wu-Dynastie
Category:電極	Kategorie:Elektrode
Category:版權	Kategorie:Urheberrecht
Category:世界語	Kategorie:Esperanto
Template:Lang-zh	Vorlage:ZhS
Category:語法格	Kategorie:Grammatischer Kasus
Category:杭州市	Kategorie:Hangzhou
Category:東亞史	Kategorie:Ostasiatische Geschichte
Category:南亞史	Kategorie:Südasiatische Geschichte
Category:內蒙古自治區	Kategorie:Innere Mongolei
Category:蘇州市	Kategorie:Suzhou (Jiangsu)
Category:律史	Kategorie:Rechtsgeschichte
門:化學	Portal:Chemie
Category:秦書	Kategorie:Qin-Dynastie
Category:軍事	Kategorie:Militärwissenschaft
Category:中華民國直轄市	Kategorie:Regierungsunmittelbare Stadt in der Republik China
Category:中華民國書	Kategorie:Republik China
Category:泰國報章	Kategorie:Zeitung (Thailand)
Category:琉球群島	Kategorie:Ryūkyū-Inseln
Category:製鹽	Kategorie:Salzgewinnung
Category:船舶	Kategorie:Schiff
Category:衡器	Kategorie:Messgerät
Category:唐書	Kategorie:Tang-Dynastie
Category:魏書	Kategorie:Nördliche Wei-Dynastie
Category:桃園市	Kategorie:Taoyuan
Category:電話	Kategorie:Telefonie
Category:音節文字	Kategorie:Silbenschrift
Category:新北市	Kategorie:Neu-Taipeh
Category:臺灣省大專院校	Kategorie:Universität in Taiwan
Category:User cdo	Kategorie:User cdo
Category:User cdo-N	Kategorie:User cdo-M
Category:中華當世諸省	Kategorie:Provinz (China)
Category:輿圖學	Kategorie:Kartografie
Category:西安市	Kategorie:Xi’an
Template:Image label begin	Vorlage:Image label begin
Category:儒家	Kategorie:Konfuzianismus
Category:李代數	Kategorie:Lie-Algebra
Category:寧波市	Kategorie:Ningbo
Template:Babels	Vorlage:Babel-Sprachverzeichnis
Category:在修之文	Kategorie:Wikipedia:In Bearbeitung
Category:方位	Kategorie:Himmelsrichtung
Category:麗水市	Kategorie:Lishui
Category:南通市	Kategorie:Nantong
Category:台州市	Kategorie:Taizhou (Zhejiang)
Category:User en-1	Kategorie:User en-1
Category:User de-1	Kategorie:User de-1
Category:非洲史	Kategorie:Geschichte (Afrika)
Category:紹興市	Kategorie:Shaoxing
Category:羅馬共和本紀	Kategorie:Konsul (Römische Republik)
Category:國憲	Kategorie:Verfassungsrecht
Template:User nan-3	Vorlage:User zh-min-nan-3
Template:User lzh-3	Vorlage:User zh-wen-3
Template:User zh-wuu	Vorlage:User wuu
Help:校對	Hilfe:Gesichtete Versionen
雨冰	Eisregen
維基大典:驛站	Wikipedia:TourBusHaltestelle
維基大典:編輯次數	Wikipedia:Beitragszahlen
潘多拉病毒	Pandoraviren
門:理則	Portal:Logik
麗水市	Lishui
Special:近易	Spezial:Letzte Änderungen
Module:HtmlBuilder	Modul:HtmlBuilder
Module:String	Modul:Str
甲午昆明斫殺	Massaker im Bahnhof Kunming
妓	Hure
雨傘運動	Proteste in Hongkong 2014
代言 (動漫)	Maskottchen
