ఆఫ్రికా	Afrika
ప్యుగోట్	Peugeot
1590	1590
1591	1591
1616	1616
1597	1597
1627	1627
1707	1707
హెపటైటిస్‌-బి	Hepatitis B
1630	1630
అంతర్జాతీయ ఖగోళ సమాఖ్య	Internationale Astronomische Union
1800	1800
1801	1801
1802	1802
1803	1803
1804	1804
1805	1805
1806	1806
1807	1807
1808	1808
1809	1809
1810	1810
1811	1811
1812	1812
1813	1813
1727	1727
1814	1814
1815	1815
1816	1816
1817	1817
1818	1818
1819	1819
1733	1733
1820	1820
1821	1821
1822	1822
1823	1823
1736	1736
1824	1824
1825	1825
1826	1826
1827	1827
కాళిదాసు	Kalidasa
ఉల్క	Meteoroid
నాస్తికులు	Atheismus
గ్రంథాలయము	Bibliothek
నీల్స్‌ బోర్	Niels Bohr
జీవ రసాయన శాస్త్రం	Biochemie
జీవసాంకేతిక శాస్త్రం(బయోటెక్నాలజీ)	Biotechnologie
జీవావరణ శాస్త్రము	Ökologie
జన్యుశాస్త్రం	Genetik
రాజకీయాలు	Politik
ప్రపంచబ్యాంకు	Weltbank
వలసవాదం	Kolonialismus
సాంప్రదాయ వాదం	Konservatismus
ప్రజాస్వామ్యం	Demokratie
నగీబ్ మెహఫూజ్	Nagib Mahfuz
రెడ్‌క్రాస్	Internationale Rotkreuz- und Rothalbmond-Bewegung
ప్రపంచీకరణ	Globalisierung
మేరీ క్యూరీ	Marie Curie
జన్యువు	Gen
ప్రభుత్వం	Regierung
నోబెల్ బహుమతి	Nobelpreis
సూక్ష్మ జీవశాస్త్రం	Mikrobiologie
అలెగ్జాండర్ పుష్కిన్	Alexander Sergejewitsch Puschkin
అణు జీవశాస్త్రం	Molekularbiologie
మధ్యప్రాచ్య ప్రాంతం	Mittlerer Osten
ఇంగ్లాండ్ యొక్క ఎలిజబెత్ I	Elisabeth I.
రోగ నిర్ణయ శాస్త్రము	Pathologie
టాక్సికాలజీ	Toxikologie
జీవి	Lebewesen
రవీంద్రనాధ టాగూరు	Rabindranath Thakur
అందము	Schönheit
లియో టాల్‌స్టాయ్	Lew Nikolajewitsch Tolstoi
అలాన్ ట్యూరింగ్‌	Alan Turing
స్త్రీవాదం	Feminismus
మార్క్సిజం	Marxismus
రాజకీయ పార్టీ	Politische Partei
ఉగ్రవాదం	Terrorismus
బాడ్మింటన్	Badminton
కిలిమంజారో పర్వతం	Kilimandscharo
ముద్దు	Kuss
నాజీయిజం	Nationalsozialismus
క్రిస్టోఫర్ కొలంబస్	Christoph Kolumbus
జేమ్స్ కుక్	James Cook
యూరీ గగారిన్	Juri Alexejewitsch Gagarin
వాస్కోడగామా	Vasco da Gama
సింధూ నది	Indus
పనామా కాలువ	Panamakanal
దక్షిణ మహాసముద్రం	Südlicher Ozean
చెవి	Ohr
కన్ను	Auge
పాట	Lied
దోమ	Stechmücken
గొర్రె	Hausschaf
ఫెడెరికో ఫెలినీ	Federico Fellini
సొర చేప	Haie
ఒంటె	Altweltkamele
క్షీరదాలు	Säugetiere
చీమ	Ameisen
కంప్యూటర్ సాఫ్ట్‌వేర్	Software
ఆండ్రీ అగస్సీ	Andre Agassi
వాల్ట్ డిస్నీ సంస్థ	The Walt Disney Company
మార్గరెట్ థాచర్	Margaret Thatcher
డీఆక్సీరైబో కేంద్రక ఆమ్లం	Desoxyribonukleinsäure
జాతి	Art (Biologie)
రిచర్డ్ స్టాల్‌మన్	Richard Stallman
అసీమా ఛటర్జీ	Asima Chatterjee
ఐరీన్ జూలియట్ క్యూరీ	Irène Joliot-Curie
కాలీఫ్లవరు	Blumenkohl
వంకాయ	Aubergine
ఇంగ్మార్ బెర్గ్మాన్	Ingmar Bergman
అనువాదం	Übersetzung (Linguistik)
బాతు	Entenvögel
డ్రాగన్	Drache (Mythologie)
తల్లి	Mutter
మంచుగళ్లు	Schnee
తండ్రి	Vater
పిల్లలు	Kind
1828	1828
1829	1829
1830	1830
1831	1831
1664	1664
1832	1832
1833	1833
1834	1834
డెబియన్	Debian
1835	1835
1836	1836
గ్నూ జనరల్ పబ్లిక్ లైసెన్స్	GNU General Public License
లియొనార్డ్ ఆయిలర్	Leonhard Euler
1837	1837
1750	1750
1838	1838
1751	1751
1839	1839
1840	1840
1841	1841
1842	1842
1843	1843
1844	1844
1757	1757
1845	1845
1846	1846
1680	1680
1847	1847
1848	1848
1761	1761
1849	1849
1850	1850
1851	1851
1852	1852
1853	1853
1854	1854
1767	1767
1855	1855
1768	1768
1856	1856
1857	1857
1858	1858
1859	1859
1772	1772
1860	1860
1861	1861
1862	1862
1775	1775
1863	1863
1864	1864
1865	1865
1866	1866
1778	1778
1867	1867
1868	1868
1869	1869
గ్రేజియా డెలెడా	Grazia Deledda
రష్యన్ భాష	Russische Sprache
1870	1870
1871	1871
వ్లాదిమిర్ పుతిన్	Wladimir Wladimirowitsch Putin
1872	1872
రాజ్యాంగం	Verfassung
1873	1873
1874	1874
1875	1875
1876	1876
1789	1789
1877	1877
1878	1878
1879	1879
1791	1791
అంతర్జాతీయ న్యాయస్థానం	Internationaler Gerichtshof
రొట్టె	Brot
1880	1880
1881	1881
యునెస్కో	UNESCO
1794	1794
1882	1882
1883	1883
ప్రపంచ ఆరోగ్య సంస్థ	Weltgesundheitsorganisation
1884	1884
1797	1797
1885	1885
1886	1886
1798	1798
ప్రపంచ వాణిజ్య సంస్థ	Welthandelsorganisation
1887	1887
1799	1799
1888	1888
1889	1889
1890	1890
1891	1891
స్వాహిలి భాష	Swahili (Sprache)
1892	1892
1893	1893
1894	1894
1895	1895
1896	1896
1897	1897
1898	1898
చైనీస్ భాష	Chinesische Sprachen
1899	1899
మనోరోగచికిత్స	Psychiatrie
జీవకణం	Zelle (Biologie)
రక్తం	Blut
విద్యుత్ రసాయన శాస్త్రము	Elektrochemie
అస్థిపంజరం	Skelett
ఊపిరితిత్తులు	Lunge
శ్వాస వ్యవస్థ	Atemtrakt
తాగునీరు	Trinkwasser
కాసాబ్లాంకా	Casablanca
వర్షం	Regen
హిమ సంపాతం	Lawine
భూగోళం యొక్క వేడిమి	Globale Erwärmung
భూకంపం	Erdbeben
నిజం	Wahrheit
జెన్	Zen
మౌస్	Maus (Computer)
అకీరా కురొసావా	Akira Kurosawa
ఫ్రాంక్లిన్ డి. రూజ్‌వెల్ట్	Franklin D. Roosevelt
ఇబ్నె సీనా	Avicenna
నెల్సన్ మండేలా	Nelson Mandela
మార్టిన్ లూథర్ కింగ్	Martin Luther King
గింప్	GIMP
ఇంక్‌స్కేప్	Inkscape
ఎంజైము	Enzym
మాంసకృత్తులు	Protein
రాయి	Gestein
ప్రకృతి వైపరీత్యాలు	Naturkatastrophe
ఎమైనో ఆమ్లాలు	Aminosäuren
వరద	Hochwasser
సునామి	Tsunami
అగ్నిపర్వతం	Vulkan
మేఘం	Wolke
1896 ఒలింపిక్ క్రీడలు	Olympische Sommerspiele 1896
తుఫాను	Tornado
త్రికోణమితి	Trigonometrie
రేఖాగణితం	Geometrie
1900 ఒలింపిక్ క్రీడలు	Olympische Sommerspiele 1900
వ్యాకరణము	Grammatik
తెలుగు	Telugu
1904 ఒలింపిక్ క్రీడలు	Olympische Sommerspiele 1904
వాతావరణం	Atmosphäre (Astronomie)
1908 ఒలింపిక్ క్రీడలు	Olympische Sommerspiele 1908
ఆర్థిక శాస్త్రము	Wirtschaftswissenschaft
మూలధనం	Kapital
ద్రవ్యం	Währung
పరిశ్రమ	Industrie
పన్ను (ఆర్థిక వ్యవస్థ)	Steuer
తెలుగు పదాలు	Wort
చైనీస్ లిపి	Chinesische Schrift
గ్రీకు వర్ణమాల	Griechisches Alphabet
అక్షరాస్యత	Alphabetisierung (Lesefähigkeit)
సాహిత్యం	Literatur
వర్గం:ఫ్రాన్స్	Kategorie:Frankreich
అలీఫ్ లైలా	Tausendundeine Nacht
వర్గం:సాహిత్యం	Kategorie:Literatur
నవలా సాహిత్యము	Roman
ఇలియడ్	Ilias
మహా భారతము	Mahabharata
షాహ్ నామా	Schāhnāme
మయస్థినియా గ్రావిస్	Myasthenia gravis
స్క్రైబస్	Scribus
కుకుర్బిటేసి	Kürbisgewächse
ద్విదళబీజాలు	Zweikeimblättrige
ప్సిట్టాసిడాయె	Eigentliche Papageien
నక్క	Fuchs (Säugetier)
ఫెడరల్ బ్యూరో ఆఫ్ ఇన్వెస్టిగేషన్	Federal Bureau of Investigation
హ్యారీ పోటర్	Harry Potter
వయొలిన్	Violine
అల్గారిథం	Algorithmus
పీడోఫిలియా	Pädophilie
జంతువులతో సంభోగం	Zoophilie
రతి భంగిమలు	Sexualpraktik
హస్తప్రయోగం	Masturbation
గుద మైథునం	Analverkehr
అంగచూషణ	Fellatio
అలెగ్జాండర్	Alexander der Große
సైరస్ ది గ్రేట్	Kyros II.
నాగరికత	Zivilisation
విద్య	Bildung
కుటుంబము	Familie
పురుషుడు	Mann
పెళ్ళి	Ehe
కర్ట్ కోబెన్	Kurt Cobain
గర్భస్రావం	Schwangerschaftsabbruch
మరణశిక్ష	Todesstrafe
మానవ హక్కులు	Menschenrechte
తైమూర్ లంగ్	Tamerlan
బానిసత్వం	Sklaverei
ఉమర్ ఇబ్న్ ఖత్తాబ్	ʿUmar ibn al-Chattāb
ఉరోస్థి	Brustbein
కాఫీ	Kaffee
1992 ఒలింపిక్ క్రీడలు	Olympische Sommerspiele 1992
ఫలరసం	Fruchtsaft
పాలు	Milch
పర్వతం	Berg
డేటాబేస్	Datenbank
ఎడారి	Wüste
1996 ఒలింపిక్ క్రీడలు	Olympische Sommerspiele 1996
బిగ్ బ్యాంగ్ సిద్దాంతం (TV సిరీస్)	The Big Bang Theory
2000 ఒలింపిక్ క్రీడలు	Olympische Sommerspiele 2000
2004 ఒలింపిక్ క్రీడలు	Olympische Sommerspiele 2004
2008 ఒలింపిక్ క్రీడలు	Olympische Sommerspiele 2008
సలాహుద్దీన్ అయ్యూబీ	Saladin
అశోకుడు	Ashoka
అక్బర్	Akbar
హిప్నాటిజం	Hypnose
హాంగ్‌కాంగ్	Hongkong
మయామి	Miami
కరాచీ	Karatschi
కొరియా యుద్ధం	Koreakrieg
లాగోస్	Lagos
బ్రిటీష్ సామ్రాజ్యం	Britisches Weltreich
ప్రచ్ఛన్నయుద్ధం	Kalter Krieg
షాంఘై	Shanghai
హీత్రూ విమానాశ్రయం	Flughafen London Heathrow
వాల్ట్ డిస్నీ	Walt Disney
ఆర్కిమెడిస్	Archimedes
థామస్ అల్వా ఎడిసన్	Thomas Alva Edison
యూక్లిడ్	Euklid
మైకేల్ ఫారడే	Michael Faraday
ఎన్ రికో ఫెర్మి	Enrico Fermi
డొమైన్ నేమ్ సిస్టం	Domain Name System
జోసెఫ్ ఫోరియర్	Joseph Fourier
HTTP (హెచ్‌టిటిపి)	Hypertext Transfer Protocol
గూఢ లిపి శాస్త్రం	Kryptographie
ఇంటర్నెట్ ప్రోటోకాల్	Internet Protocol
హెచ్‌టిఎమ్ఎల్(HTML)	Hypertext Markup Language
ఆశ్కి	American Standard Code for Information Interchange
యూనికోడ్	Unicode
సత్యజిత్ రే	Satyajit Ray
స్టీవెన్ స్పీల్‌బెర్గ్	Steven Spielberg
జోహాన్స్ గుటెన్‌బర్గ్	Johannes Gutenberg
జోహాన్స్ కెప్లర్	Johannes Kepler
మాక్స్ ప్లాంక్	Max Planck
నికోలా టెస్లా	Nikola Tesla
ముహమ్మద్ ఇబ్న్ మూసా అల్ క్వారిజిమి	Al-Chwarizmi
జేమ్స్ వాట్	James Watt
చాణక్యుడు	Chanakya
గాట్ ఫ్రెడ్ లీబ్నిజ్	Gottfried Wilhelm Leibniz
నోమ్ చోమ్స్కీ	Noam Chomsky
పుడ్డింగ్	Pudding
కార్ల్ మార్క్స్	Karl Marx
వోల్టెయిర్	Voltaire
హిందూమతము	Hinduismus
జేమ్స్ క్లర్క్ మాక్స్‌వెల్	James Clerk Maxwell
వక్షోజం	Weibliche Brust
మెండలీఫ్	Dmitri Iwanowitsch Mendelejew
అణువు	Atom
ఎర్నెస్ట్ రూథర్‌ఫోర్డ్	Ernest Rutherford
కాంతి	Licht
గ్రీక్ భాష	Griechische Sprache
ఆపరేటింగ్ సిస్టమ్	Betriebssystem
తాజ్ మహల్	Taj Mahal
ప్రోగ్రామింగు భాష	Programmiersprache
పెంగ్విన్	Pinguine
ఈ-మెయిల్	E-Mail
ఏకేశ్వరవాదం	Monotheismus
పర్షియన్ భాష	Persische Sprache
మతము	Religion
స్వేచ్ఛా ప్రతిమ	Freiheitsstatue
సంయుక్త రాష్ట్రాల సైన్యం	United States Army
సిగ్మండ్ ఫ్రాయిడ్	Sigmund Freud
జైన మతము	Jainismus
జార్జ్ విలియం ఫ్రెడరిక్ హెగెల్	Georg Wilhelm Friedrich Hegel
ఆసియా మరియు ఆస్ట్రలేషియాలోని ప్రపంచ వారసత్వ ప్రదేశాల జాబితా	UNESCO-Welterbe
జుడాయిజం	Judentum
థింపూ	Thimphu
హీబ్రూ భాష	Hebräische Sprache
ఇబ్నె ఖుల్దూన్	Ibn Chaldun
ఇమ్మాన్యుయెల్ కాంట్	Immanuel Kant
సిక్కు మతము	Sikhismus
జాన్ మేనార్డ్ కీన్స్	John Maynard Keynes
లుఫ్తాన్స	Lufthansa
గై డి మొపాసా	Guy de Maupassant
లివో-జై	Laozi
జీమెయిల్	Gmail
మాలే	Malé
పికాసా	Picasa
యోగా	Yoga
గూగుల్ శోధన	Google
కాలేయం	Leber
ప్లీహము	Milz
సీమా క్వియాన్	Sima Qian
మూత్రపిండము	Niere
ఆడం స్మిత్	Adam Smith
మూత్రాశయం	Harnblase
వృషణం	Hoden
మూత్రనాళము	Harnleiter
ప్రసేకం	Harnröhre
కుందేలు	Kaninchen
నింజా	Ninja
నాడీ వ్యవస్థ	Nervensystem
మానసిక శాస్త్రము	Psychologie
ఆలోచన	Denken
వర్ధమాన మహావీరుడు	Mahavira
టింబక్టు	Timbuktu
వృషభనాథుడు	Rishabha
మహాసముద్రం	Ozean
బ్రిటన్ రాణి విక్టోరియా	Victoria (Vereinigtes Königreich)
గౌతమ బుద్ధుడు	Siddhartha Gautama
ప్రీమియర్ లీగ్	Premier League
సర్దార్ వల్లభభాయి పటేల్	Vallabhbhai Patel
ముహమ్మద్ ప్రవక్త	Mohammed
ఐపాడ్	IPod
ఉడుత	Hörnchen
సచిన్ టెండుల్కర్	Sachin Tendulkar
ఏ.పి.జె. అబ్దుల్ కలామ్	A. P. J. Abdul Kalam
బ్రిటిష్‌ బ్రాడ్‌కాస్టింగ్‌ కార్పొరేషన్‌	British Broadcasting Corporation
షారుఖ్ ఖాన్	Shah Rukh Khan
సల్మాన్ ఖాన్	Salman Khan
అల్ ఘజాలి	Al-Ghazālī
కత్రినా కైఫ్	Katrina Kaif
మార్టిన్ లూథర్	Martin Luther
ఆమిర్ ఖాన్	Aamir Khan
అమితాబ్ బచ్చన్	Amitabh Bachchan
కన్ఫ్యూషియస్ మతం	Konfuzianismus
హోండా	Honda
షియా ఇస్లాం	Schia
కాథలిక్ చర్చి	Römisch-katholische Kirche
త్రిమూర్తులు	Trimurti
ఉదరము	Abdomen
జొరాస్ట్రియన్ మతము	Zoroastrismus
సూఫీ తత్వము	Sufismus
వెన్నుపాము	Rückenmark
సిర	Vene
బంగ్లా భాష	Bengalische Sprache
గర్భాశయము	Gebärmutter
నాలుక	Zunge
క్లోమము	Bauchspeicheldrüse
నాడి	Nerv
పౌరుష గ్రంథి	Prostata
అండాశయము	Eierstock
మెడ	Hals
నోరు	Mund
స్వరపేటిక	Kehlkopf
ప్రేగు	Darm
కీలు	Gelenk
ఛాతీ	Brust
గ్రంధి	Drüse
ధమని	Arterie
ఉండుకము	Appendix vermiformis
A	A
లెవీస్ హామిల్టన్	Lewis Hamilton
ఎలిజబెత్ II	Elisabeth II.
టాంగ్ రాజవంశం	Tang-Dynastie
రహదారి ప్రమాదము	Straßenverkehrsunfall
నీరసం	Unwohlsein und Ermüdung
జాన్ ఎఫ్ కెనడి	John F. Kennedy
బాల్జాక్	Honoré de Balzac
వీర్యము	Sperma
యూరోపియన్ శాస్త్రీయ సంగీతం	Klassische Musik
సింఫొనీ	Sinfonie
బ్లూస్	Blues
అక్షరమాల	Alphabet
సేలం	Salem (Indien)
కోయంబత్తూరు	Coimbatore
ఊటీ	Udagamandalam
రోనాల్డ్ రీగన్	Ronald Reagan
మైసూరు	Mysore
టిప్పు సుల్తాన్	Tipu Sultan
రాఫెల్ నాదల్	Rafael Nadal
లిబ్రెఆఫీస్	LibreOffice
రాహుల్ గాంధీ	Rahul Gandhi
భారత జాతీయ కాంగ్రెస్	Indischer Nationalkongress
భారతీయ జనతా పార్టీ	Bharatiya Janata Party
దాదాభాయి నౌరోజీ	Dadabhai Naoroji
దీపావళి	Diwali
మకర సంక్రాంతి	Makar Sankranti
హోళీ	Holi
పైథాగరస్	Pythagoras
రాఖీ పౌర్ణమి	Raksha Bandhan
దసరా	Dashahara
కుంభ మేళా	Kumbh Mela
పేదరికం	Armut
జిరియాట్రిక్స్	Geriatrie
ఆయిర్టన్ సెన్నా	Ayrton Senna
డేవిడ్ బెక్హాం	David Beckham
రియాన్ గిగ్స్	Ryan Giggs
ఆవర్తన పట్టిక	Periodensystem
రాబర్ట్ ముగాబే	Robert Mugabe
ఆత్మహత్య	Suizid
నగ్నత్వం	Nacktheit
సెప్టెంబరు 11, 2001 దాడులు	Terroranschläge am 11. September 2001
సరీసృపాలు	Reptilien
కపోతము	Tauben
అంధత్వం	Blindheit
బాక్టీరియా	Bakterien
చెట్టు	Baum
ప్రోటిస్టా	Protisten
ఉభయచరము	Amphibien
కార్డేటా	Chordatiere
అనామక (సమూహం)	Anonymous (Kollektiv)
విప్లవం	Revolution
జున్ను	Käse
ద్రాక్ష	Weintraube
తేనె	Honig
మాంసము	Fleisch
టైగర్ వుడ్స్	Tiger Woods
బంగాళదుంప	Kartoffel
చక్కెర	Zucker
సోయా చిక్కుడు	Sojabohne
గింజ (పండు)	Nussfrucht
మరమనిషి	Roboter
స్నూకర్	Snooker
సాంకేతిక విజ్ఞానం	Technologie
యంత్రము	Maschine
మర	Schraube
ఇంజనీరింగ్	Ingenieurwissenschaften
సమాచార మార్పిడి	Kommunikation
సమాచారం	Information
విలేఖరి	Journalismus
ముద్రణ	Buchdruck
టెలీఫోను	Telefon
సంస్కృతి	Kultur
హిందుస్తానీ భాష	Hindustani
రైబో కేంద్రక ఆమ్లం	Ribonukleinsäure
సంస్కృతము	Sanskrit
ప్రసరణ వ్యవస్థ	Blutkreislauf
వినాళ గ్రంధులు	Hormonsystem
మతిమరపు వ్యాధి	Alzheimer-Krankheit
పెద్ద ప్రేగు	Dickdarm
చిన్న ప్రేగు	Dünndarm
ఐ పీ అడ్రసు	IP-Adresse
ఆమ్లం	Säuren
ప్రైవేట్ నెట్వర్క్	Private IP-Adresse
వైద్యశాస్త్రము	Medizin
విండోస్ 7	Microsoft Windows 7
శాతం	Prozent
వరల్డ్ ట్రేడ్ సెంటర్	World Trade Center
వన్ వరల్డ్ ట్రేడ్ సెంటర్	One World Trade Center
ఉప్పు	Speisesalz
మైక్రోసాఫ్ట్ ఆఫీస్	Microsoft Office
ఫిడెల్ కాస్ట్రో	Fidel Castro
మైక్రోసాఫ్ట్ వర్డ్	Microsoft Word
మైక్రోసాఫ్ట్ పవర్ పొయింట్	Microsoft PowerPoint
ప్రవాళ భిత్తిక	Korallenriff
మాన్హాటన్	Manhattan
ఆకాశహర్మ్యం	Wolkenkratzer
షాపింగ్ మాల్	Einkaufszentrum
మూలకము	Chemisches Element
పిండి పదార్ధాలు	Kohlenhydrate
ఆర్యభట్టు	Aryabhata
కొవ్వు పదార్ధాలు	Lipide
యునిక్స్	Unix
బణువు	Molekül
ఇంటర్నెట్ సర్వీస్ ప్రొవైడర్	Internetdienstanbieter
త్వరణము	Beschleunigung
శివుడు	Shiva
శక్తి	Energie
విష్ణువు	Vishnu
లోకల్ ఏరియా నెట్వర్క్	Local Area Network
వైడ్ ఏరియా నెట్వర్క్	Wide Area Network
విద్యుదయస్కాంత తరంగాలు	Elektromagnetische Welle
పరారుణ వికిరణాలు	Infrarotstrahlung
బ్రహ్మ	Brahma
సాంప్రదాయ యాంత్రికశాస్త్రం	Klassische Mechanik
హిప్ హాప్ సంగీతం	Hip-Hop
వేణువు	Flöte
అయస్కాంత క్షేత్రం	Magnetfeld
గురుత్వాకర్షణ	Gravitation
బలమైన పరస్పర చర్య	Starke Wechselwirkung
జూదం	Glücksspiel
కరాటే	Karate
జూడో	Judo
అయస్కాంతం	Magnet
సినిమా	Film
యానిమేషన్	Animation
లోహాలు	Metalle
ఉక్కు	Stahl
వాయువు (భౌతిక శాస్త్రం)	Gas
సైకిల్	Fahrrad
ఓడ	Schiff
వ్యవసాయం	Landwirtschaft
సాగునీరు	Bewässerung
స్పెషల్ రెలెటివిటి	Spezielle Relativitätstheorie
పత్తి	Baumwollfaser
సెరెనా విలియమ్స్	Serena Williams
దుస్తులు	Kleidung
ధ్వని	Schall
అడోబీ సిస్టెమ్స్	Adobe Systems
నాగలి	Pflug
ఉష్ణోగ్రత	Temperatur
సూక్ష్మ సాంకేతిక పరిజ్ఞానం/నానోటెక్నాలజీ	Nanotechnologie
గాజు (పదార్ధం)	Glas
సమయం	Zeit
కాగితం	Papier
ప్లాస్టిక్	Kunststoff
విస్తీర్ణము	Flächeninhalt
పైథాగరస్ సిద్ధాంతం	Satz des Pythagoras
గామా కిరణం	Gammastrahlung
సంఖ్య	Zahl
సంకీర్ణ సంఖ్యలు	Komplexe Zahl
కిలోగ్రాము	Kilogramm
క్రిస్టియానో రోనాల్డో	Cristiano Ronaldo
మీటరు	Meter
సెకను	Sekunde
మొక్కజొన్న	Mais
బార్లీ	Gerste
వీనస్ విలియమ్స్	Venus Williams
కెల్విన్‌	Kelvin
లీటరు	Liter
చిత్రలేఖనం	Malerei
వ్యోమగామి	Raumfahrer
ఫోటోగ్రఫీ	Fotografie
శిల్పం	Bildhauerkunst
జూడీ గార్లాండ్	Judy Garland
నాట్యము	Tanz
కుమ్మరి	Töpferei
ఎలెక్ట్రిక్ కరెంట్	Elektrischer Strom
డయోడ్	Diode
ట్రాన్స్‌ఫార్మర్	Transformator
కృత్రిమ మేధస్సు	Künstliche Intelligenz
స్టెఫీ గ్రాఫ్	Steffi Graf
వాల్ స్ట్రీట్	Wall Street
స్టాక్ ఎక్స్చేంజ్	Wertpapierbörse
స్థిర ఆదాయం	Verzinsliches Wertpapier
ఆగ్నేయ ఆసియా	Südostasien
లాహోర్	Lahore
దేశాల జాబితా	Liste der Staaten der Erde
రాతి యుగము	Steinzeit
మెసొపొటేమియా నాగరికత	Mesopotamien
ప్రాచీన ఈజిప్టు నాగరికత	Altes Ägypten
గుప్త సామ్రాజ్యము	Gupta-Reich
ఎలుగుబంటి	Bären
స్లీపింగ్ బ్యూటీ	Dornröschen
అల్ బెరూని	Al-Biruni
జునాగఢ్	Junagadh
వడోదర	Vadodara
బ్రిట్నీ స్పియర్స్	Britney Spears
కిరణజన్య సంయోగ క్రియ	Photosynthese
గర్భం	Schwangerschaft
కైలీ మినోగ్	Kylie Minogue
గూగుల్ పటములు	Google Maps
పైన్	Kiefern
వ్యసనములు	Abhängigkeit (Medizin)
కాన్సర్	Krebs (Medizin)
కలరా	Cholera
మహారాజు	König
ఖడ్గ యుద్ధం	Fechten
వోట్	Saat-Hafer
గోధుమ	Weizen
జొన్న	Sorghumhirsen
జలుబు	Erkältung
వికలాంగులు	Behinderung
కేలండర్	Kalender
చెవుడు	Gehörlosigkeit
వ్యాధి	Krankheit
గ్రెగోరియన్ కేలండర్	Gregorianischer Kalender
సమయప్రాంతం	Zeitzone
ఆరోగ్యము	Gesundheit
గుండెపోటు	Myokardinfarkt
మలేరియా	Malaria
పోషకాహార లోపం	Mangelernährung
స్థూల కాయం	Adipositas
విశ్వమారి	Pandemie
పెన్సిలిన్	Penicilline
న్యుమోనియా	Lungenentzündung
పోలియో	Poliomyelitis
సుఖవ్యాధులు	Sexuell übertragbare Erkrankung
ఎయిడ్స్	AIDS
త్వరిత స్పందన సంకేతం	QR-Code
క్షయ	Tuberkulose
మధుమేహం	Diabetes mellitus
మశూచి	Pocken
కుర్దులు	Kurden
మూస:Location map France	Vorlage:Positionskarte Frankreich
భవన నిర్మాణ శాస్త్రం	Architektur
ఆర్చి	Bogen (Architektur)
వంతెన	Brücke
కాలువ	Kanal (Wasserbau)
మూస:Location map Croatia	Vorlage:Positionskarte Kroatien
మూస:Location map Bosnia and Herzegovina	Vorlage:Positionskarte Bosnien und Herzegowina
ఆనకట్ట	Talsperre
జేమ్స్ బుకానన్	James Buchanan
మూస:Location map India	Vorlage:Positionskarte Indien
మూస:Location map Nepal	Vorlage:Positionskarte Nepal
మూస:Location map Burma	Vorlage:Positionskarte Myanmar
మూస:Location map Japan	Vorlage:Positionskarte Japan
మూస:Location map Australia	Vorlage:Positionskarte Australien
మూస:Location map Fiji	Vorlage:Positionskarte Fidschi
మోనాలిసా	Mona Lisa
డెట్రాయిట్	Detroit
కొలత	Messung
మైక్రోమీటర్	Messschraube
సాంఖ్యక శాస్త్రం	Statistik
గుమ్మటం	Kuppel
బుర్జ్ ఖలీఫా	Burj Khalifa
చైనా మహా కుడ్యము	Chinesische Mauer
మెట్టు	Treppe
పిరమిడ్	Pyramide (Bauwerk)
క్రూసేడులు	Kreuzzug
వంద సంవత్సరాల యుద్ధం	Hundertjähriger Krieg
ఉస్మానియా సామ్రాజ్యం	Osmanisches Reich
వైకింగ్స్	Wikinger
స్థూల దేశీయోత్పత్తి	Bruttoinlandsprodukt
ఘన వాయిద్యాలు	Idiophon
మాక్సిం గోర్కీ	Maxim Gorki
విద్యుత్తు	Elektrizität
అణు విద్యుత్	Kernenergie
ఆవిరి యంత్రం	Dampfmaschine
ఖడ్గం	Schwert
తుపాకి	Feuerwaffe
అణ్వాయుధం	Kernwaffe
డక్‌డక్‌గో	DuckDuckGo
పీలే	Pelé
జార్జ్ సోరోస్	George Soros
వినోబా భావే	Vinoba Bhave
మిచెల్ ఒబామా/మిషెల్ ఒబామా	Michelle Obama
కపాలం	Schädel
వర్డ్‌ప్రెస్	WordPress
లీచీ	Litschibaum
మృదుఫలం	Beere
కొబ్బరి	Kokospalme
దానిమ్మ	Granatapfel
బత్తాయి	Orange (Frucht)
మీగడ	Rahm
ఐస్ క్రీం	Speiseeis
కేక్	Kuchen
పెరుగు	Joghurt
హార్వర్డ్ విశ్వవిద్యాలయం	Harvard University
మూస:Location map Mexico	Vorlage:Positionskarte Mexiko
థామస్ రాబర్ట్ మాల్థస్	Thomas Robert Malthus
ఆల్ఫ్రెడ్ మార్షల్	Alfred Marshall
ఫ్రాంకోయిస్ కేనే	François Quesnay
మూస:Location map Earth	Vorlage:Positionskarte Erde
ఉండేలు	Zwille
న్యూయార్క్ స్టాక్ ఎక్స్ఛేంజ్	New York Stock Exchange
చంద్రకాంత పుష్పం	Wunderblume
బ్రా	Büstenhalter
ఆంజలీనా జోలీ	Angelina Jolie
అరబ్బీ భాష	Arabische Sprache
థాంక్స్ గివింగ్	Thanksgiving
నేషనల్ బ్రాడ్కాస్టింగ్ కంపెనీ	National Broadcasting Company
తొడుగు	Kondom
పామే	Palmengewächse
డాలర్	Dollar
బికిని	Bikini
బెంచ్ ప్రెస్	Bankdrücken
మ్యాక్ ఓయస్ టెన్	Mac OS X
ప్రాక్సిమా సెంటారీ	Proxima Centauri
జిరానియేలిస్	Storchschnabelartige
విలియం హెర్షెల్	Wilhelm Herschel
జియోవాన్ని షాపరెల్లీ	Giovanni Schiaparelli
ఈస్టర్ ఐల్యాండ్	Osterinsel
కాక్టేసి	Kakteengewächse
