አፍሪቃ	Afrika
ሹ-ሲን	Šu-Sin
ሱሙ-አቡም	Sumu-abum
ፈቃድ	Wille
ቀዳማዊ ምኒልክ	Menelik I.
ሲክዮን	Sikyon
ፒጣና	Pithana
መብረሪያ ስንቅ	Raketenrucksack
ኢስታይዎን	Istvaeonen
ኩሻራ	Kuššara
ቢታንያ	Bithynien
ወደፊት ገስግሺ ውድ እናት ኢትዮጵያ	Wädäfit Gäsgeshi Wudd Ennate Ityop’ya
ዲዬጎ ሉጋኖ	Diego Lugano
ሲን-ሙባሊት	Sin-muballit
ሆር አዊብሬ	Hor I.
ኤሽኑና	Ešnunna
ነቀምት	Nekemte
አርዋድ	Aruad
የአየር ህግጋት	Gasgesetze
ኣምባሩድ	Tamarillo
ማሳጌታያውያን	Massageten
ኡቱ-ኸጛል	Utuḫengal
እያሱ ፭ኛ	Iyasu V.
ኒኑርታ-አፒል-ኤኩር	Ninurta-apil-ekur
ኤንመባራገሲ	Enmebaragesi
ፍቅረ ሥላሴ ወግደረስ	Fikre Selassie Wogderess
ሉዊ ላሞር	Louis L’Amour
ኤንመተና	En-metena
ዒዛና	Ezana
አድዋ	Adua
ኡሰርካሬ ኸንጀር	Chendjer
ሃሩን	Hārūn
ኃይለማሪያም ደሳለኝ	Hailemariam Desalegn
የቤልጅግ የዘውድ እግር ኳስ ማህበር	Königlicher Belgischer Fußballverband
አፈወርቅ ተክሌ	Afewerk Tekle
ሙላቱ አስታጥቄ	Mulatu Astatke
ጅማ	Jimma
መሀመድ ሁሴን አሊ አላሙዲ	Mohammed Hussein Al Amoudi
መሲሊም	Mesilim
የአፍሪካ ሥነፅሁፍ	Afrikanische Literatur
ጌሾ	Afrikanischer Faulbaum
ቁንጫ	Flöhe
ሳምሱ-ዲታና	Šamšu-ditana
አጋታርከስ	Agatharchides
የሶፍት ኮሞዲቲ	Agrarrohstoff
ኃይል	Power (Begriffsklärung)
ሻንግጭዩ	Shangqiu
አይቲዮፒያ (የግሪክ ቃል)	Aithiopia
አክሊሉ ሀብተ-ወልድ	Aklilu Habte-Wold
ኮርትኒ	Courtney
አኩርጋል	Akurgal (Lagaš)
ዐይን	Eye
እሽመ-ዳጋን (ኢሲን)	Išme-Dagan (Isin)
ጋምላ ኡፕሳላ	Alt-Uppsala
ዳግዳ	Dagda
ጋስቶን ራሚሬዝ	Gastón Ramírez
ደብረ አማና	Amanos Dağları
የስዊድን እግር ኳስ ማህበር	Svenska Fotbollförbundet
ግሸን ተራራ	Amba Geshen
አርፋክስድ	Arpachschad
ባሪ ሃና	Barry Hannah
ሪም-ሲን	Rim-Sin I.
ሒሚልኮን	Himilkon (Seefahrer)
ጆን ግሪንሊፍ ዊቲየር	John Greenleaf Whittier
1 እሽመ-ዳጋን	Išme-Dagan I.
ሄንሪ አዳምስ	Henry Adams
ክለብ አሜሪካ	Club América
3 ሶበክሆተፕ	Sobekhotep III.
ዐምደ ጽዮን	Amda Seyon I.
ዳርዳኑስ	Dardanos (Sohn des Zeus)
ሰጀፋካሬ	Amenemhet VII.
6 አመነምሃት	Amenemhet VI.
አመኒ ቀማው	Ameni Qemau
እፃዊ ተዋልዶ	Vegetative Vermehrung
ፋሲል ግቢ	Fasil Ghebbi
ባሕር-ዳር	Bahir Dar
ጀምፓ ላሂሪ	Jhumpa Lahiri
ጂጂ	Ejigayehu Shibabaw
ማርጋሬት ላንዶን	Margaret Landon
ጀሲካ ሃግዶርን	Jessica Hagedorn
ማርጋሬት ማረን	Margaret Maron
ሜርጆሪ ኪናን ሮውሊንግስ	Marjorie Kinnan Rawlings
ኤልዛቤት ሃርድዊክ	Elizabeth Hardwick
ደራርቱ ቱሉ	Derartu Tulu
ንዚንጋ ምባንዴ	Nzinga von Ndongo und Matamba
አስቴር አወቀ	Aster Aweke
ሰዴላ ቡከር ማርሊ	Cedella Marley Booker
ገብረ መስቀል ላሊበላ	Gebra Maskal Lalibela
1 ካዳሽማን-ኤንሊል	Kadašman-Enlil I.
ኤድ ሌሲ	Ed Lacy
በሬ	Ochse
የስዊዘርላንድ እግር ኳስ ማህበር	Schweizerischer Fussballverband
«የተከሠተው ዕድል»	Manifest Destiny
መሮ	Meißel
የኦራፂዮች ቃለ መሐላ	Der Schwur der Horatier
አምፖስታ	Amposta
የኢትዮጵያ ቋንቋዎች	Liste der Sprachen von Äthiopien
ታን ሶን ናት ዓለም አቀፍ አውሮፕላን ማረፊያ	Flughafen Tan-Son-Nhat
ኤድዊን ቫን ደር ሳር	Edwin van der Sar
ደራሲ	Autor
ፓሪስ ሴንት-ጀርሜይን የእግር ኳስ ክለብ	Paris SG
ሜሉሓ	Meluḫḫa
አላማ ኢቅባል	Muhammad Iqbal
የሞዛምቢክ ሰንደቅ ዓላማ	Flagge Mosambiks
ሊኒያር እኩልዮሽ	Lineare Gleichung
ሬማገን	Remagen
ሞፕሶስ	Mopsos (Sohn des Ampyx)
ቢላል	Bilāl ibn Rabāh
ስቶከራው	Stockerau
ኬልሃይም	Kelheim
ጨረቃ ላይ መውጣት	Mondlandung
ዘንዶ-ነብር	Schlangenhalspanther
ሃማሮዕ	Hammarö (Gemeinde)
ክለብ ናስዮናል ዴ ፉትቦል	Nacional Montevideo
ኢሲን	Isin
ኤሌክትሪክ ፍሰት	Elektrischer Fluss
ዔቦር	Eber (Bibel)
ባየርብሩን	Baierbrunn
የላይቤሪያ ፕሬዝዳንት	Liste der Präsidenten Liberias
የቀለም ቀን	Wochentage (Thailand)
ነደርሳክስኛ	Niedersächsische Dialekte in den Niederlanden
ሜሪማክ ወንዝ	Merrimack River
መሪካሬ	Merikare
ሳቢዩም	Sabium
ሱሙላኤል	Sumulael
አፒል-ሲን	Apil-Sin
ድልማጥያ	Dalmatien
አሶሳ	Asosa
የአሜሪካን ዶላር ኢንዴክስ	U.S. Dollar Index
የኢትዮጵያ እግር ኳስ ፌዴሬሽን	Ethiopian Football Federation
ካነሽ	Kültepe
ዳንጉር	Dangur
ሮድሪጎ ሙኞዝ	Rodrigo Muñoz
ታሽሉልቱም	Tašlultum
መጋቢት	Pa-en-Amenhotep
ጉታውያን	Gutium
ዳንጉን ዋንገም	Dangun
የካቲት	Mecher
ሰኸተፕካሬ አንተፍ	Anjotef IV.
ሄንሪ ሃርላንድ	Henry Harland
ሪክ ማላምብሪ	Rick Malambri
ቲም ላሄይ	Tim LaHaye
ዎቮካ	Wovoka
ጆን ዲ ማክዶናልድ	John D. MacDonald
ሪቻርድ ሩሶ	Richard Russo
ሔርሆር	Herihor
ልብነ ድንግል	David II. (Äthiopien)
ዱዱ	Dudu (Akkad)
ኆኅተ እና	Und-Gatter
ኆኅተ ወይም	Oder-Gatter
እሽቢ-ኤራ	Išbi-Erra
ሚኪ ሌላንድ	Mickey Leland
ሰኸምሬ ኹታዊ 1 ሶበክሆተፕ	Sobekhotep II.
ጂዮቫኒ ዶስ ሳንቶስ	Giovani dos Santos
ኤጲሮስ	Epirus (historische Region)
አንሻን	Anschan (Persien)
ሲክ ሰምፔር ቲራኒስ	Sic semper tyrannis
ኤበርስሃውዘን	Ebershausen
ኖይማገን-ድሮን	Neumagen-Dhron
ትሬቤታ	Trebeta
የቻይና እግር ኳስ ማህበር	Chinese Football Association
አልባሴቴ ባሎምፕዬ	Albacete Balompié
መስከረም	Djehuti (Monat)
ፒኮ ክሪስቶባል ኮሎን	Pico Cristóbal Colón
የጃፓን እግር ኳስ ማህበር	Japan Football Association
ዓፄ ይስሐቅ	Isaak (Äthiopien)
ጠጅ	Tej
ዳኑቢዮ የእግር ኳስ ክለብ	Danubio FC
ታራ	Terach
መኮንን እንዳልካቸው	Makonnen Endelkachew
ዋህካሬ ቀቲ	Wahkare Cheti I.
ደብረ ዳሞ	Kloster Debre Damo
የቺሌ እግር ኳስ ፌዴሬሽን	Federación de Fútbol de Chile
ኒስ-ስታንግ	Neidingswerk
ክለብ ኦሊምፒያ	Club Olimpia
ጎልበርን (ከተማ)	Goulburn
አርተር ሪቭ	Arthur Benjamin Reeve
አርሚዳል	Armidale
ኬሬታሮ እግር ኳስ ክለብ	Querétaro Fútbol Club
ሴስኖክ (ከተማ)	Cessnock
ሚሪና (ሚስያ)	Myrina (Kleinasien)
የሲሸልስ እግር ኳስ ፌዴሬሽን	Seychelles Football Federation
ኦሲሪስ አፒስ	Apis (Mythologie)
ልድያ	Lydien
ኪልቅያ	Kilikien
የኡዝቤኪስታን እግር ኳስ ፌዴሬሽን	Oʻzbekiston Futbol Federatsiyasi
ሚስያ	Mysien
ሐረ ሼይጣን	Ara-Shetan-Maar
ቀበቶ (ማሽን)	Treibriemen
የአረብ ሰው ሠራሽ መንኮራኩር መገናኛ ድርጅት	Arabsat (Satellit)
አራም (የሴም ልጅ)	Aram (Person)
አራታ	Aratta
አርባ ምንጭ	Arba Minch
ዳ ዩ	Yu der Große
ጉሬዛ	Mantelaffe
ቬቱሎኒያ	Vetulonia
ስመንኽካሬ ኢሚረመሻው	Emramescha
ፋሲለደስ	Fasilides
ማርሽ ተፈሪ	Ityopya hoy dess yibelisch
ሰኔ	Pa-en-inet
ተርቃ	Terqa
ክለብ አትሌቲኮ ቤላ ቪዝታ	Club Atlético Bella Vista
የሀረም ጽሕፈቶች	Pyramidentexte
ፑዌብላ እግር ኳስ ክለብ	Puebla FC
ኮፕዮር ወንዝ	Chopjor
አርጉስ	Argos (König)
ፎሮኔዎስ	Phoroneus
ቆረቆር	Tinea capitis
የኖርተን እርግጥ	Norton-Theorem
ኤውሮፕስ	Europs (Sohn des Aigialeus)
ፓሪሲ	Parisier
ሚናስ	Minas (Kaiser)
ዴፖርቲቮ ካሊ	Deportivo Cali
ማሲንቆ	Masinko
የሲቢሊን መጻሕፍት	Sibyllinische Bücher
ኒኑርታ-ቱኩልቲ-አሹር	Ninurta-tukulti-Aššur
ጆ ላንስዴል	Joe R. Lansdale
ጨኖ	Diademmeerkatze
ዊንድሁክ ሆዜ ኩታኮ ዓለምአቀፍ አውሮፕላን ማረፊያ	Hosea Kutako International Airport
ለዝ-አን-ኤኖ	Leuze-en-Hainaut
ናቪያ	Navia (Asturien)
ኒዦን	Nijon
የጎባጣ ርዝመት	Länge (Mathematik)
ይስሐቅ	Isaak (Erzvater)
ሳካዎች	Saken
ሳን ማሪኖ	San Marino (Begriffsklärung)
አረንጓዴ ዛጎል አሳ	Grünschalmuschel
አርቃ	Arqa
ኢሉሹማ	Ilu-šūma
ኩሜ (አዮሊስ)	Kyme (Aiolis)
ሐቡር ወንዝ	Chabur
ማሮኔያ	Maroneia
የኢትዮጵያ ወረዳዎች	Woreda
ክሊፍተን፥ አሪዞና	Clifton (Arizona)
ፓውል ሃርዲንግ	Paul Harding
ባንፊልድ አትሌቲክ ክለብ	CA Banfield
ክሪስታል ራዲዮ	Detektorempfänger
የኢትዮጵያ አየር መንገድ በረራ 409	Ethiopian-Airlines-Flug 409
ታራንትኛ	Tarandíne
የናቡከደነጾር የምስል ሕልም	Vier-Reiche-Lehre
ማሪያ ዛል	Maria Saal
አርሲ ነገሌ	Arsi Negele
ባተርስት (ከተማ)	Bathurst (New South Wales)
የኡር-ናሙ ሕግጋት	Codex Ur-Nammu
ዱቦ (ከተማ)	Dubbo
ሴት መሪብሬ	Seth (König)
ዓፄ እስክንድር	Eskandar
ቀዳማዊ ዳዊት	David I. (Äthiopien)
ክለብ አትሌቲኮ ሴሮ	Club Atlético Cerro
1 ኤሪሹም	Ērišum I.
ዲ ኩ	Ku (Kaiser)
የኡራጓይ እግር ኳስ ማህበር	Asociación Uruguaya de Fútbol
ኮራጅ	Pantograf
አስከናዝ	Aschkenas
አሹር-ዱጉል	Aššur-dugul
ዓፄ ያዕቆብ	Jakob (Äthiopien)
ርግ ቬዳ	Rigveda
ሰኸተፒብሬ	Sehetepibre
ሻሸመኔ	Shashemene
ጥቅምት	Pa-en-Ipet
ዓፄ በካፋ	Asma Sagad
የሀንጋሪ እግር ኳስ ፌዴሬሽን	Magyar Labdarúgó Szövetség
ዓፄ በእደ ማርያም	Ba’eda Mariam
ኢናቆስ	Inachos (Mythologie)
ዳግማዊ ዓፄ ኢያሱ	Iyasu II.
ንዋየ ክርስቶስ	Newaya Krestos
ኖርማን ማክሊን	Norman Maclean
ጄምስ ሳሊስ	James Sallis
ክሪስታቮ ደጋማ	Cristóvão da Gama
ገደረ	Gadarat
ዓፄ ነዓኩቶ ለአብ	Na’akueto La’ab
4 ካሽቲሊያሽ	Kaštiliaš IV.
ዳሚቅ-ኢሊሹ	Damiq-ilīšu
ሉዊ ለ ኔን	Louis Le Nain
ስብሐት ገብረ እግዚአብሔር	Sebhat Gebre-Egziabher
ኡኒቨርሲዳድ ዴ ቺሌ ክለብ	CF Universidad de Chile
ዓፄ ሱሰኒዮስ	Sissinios
Yeghishe Charents	Jeghische Tscharenz
የሲቢሊን ራዕዮች	Sibyllinisches Orakel
አሰላ	Assela
ቡሲሪስ	Busiris (Mythologie)
ደብረ ዘይት	Debre Zeyit
ኡማ	Umma (Stadt)
አፅትላን	Aztlán
ዓይንባይን ዝምድና	Differenzengleichung
ኅዳር	Hathyr
ሚካኤል እምሩ	Mikael Imru
ጎባ	Goba
ድልሙን	Dilmun
ባዮና	Baiona
ፒታኔ	Pitane
ባስተርናያውያን	Bastarnen
ደሴ	Dese
ሉጋልባንዳ	Lugalbanda
ጅጅጋ	Jijiga
አዋሳ	Awassa
ሚዳቋ	Kronenducker
ኦሊቨር ላፈርጅ	Oliver La Farge
ነፈርካሬ ቀቲ	Neferkare III.
ከቅድመ-ሴማዊ የደረሱት ጽሕፈቶች ትውልድ	Genealogie der vom Protosemitischen abgeleiteten Alphabete
ጋምቤላ (ከተማ)	Gambela (Stadt)
ዋንዛ	Cordia africana
ማጫ	Brautpreis
ሲ.ኤፍ. ሞንተሬይ	CF Monterrey
ዳይሬክት ዴቢት	Lastschrift
ጋምብሪቪዩስ	Gambrinus (Person)
ኪልሜስ አትሌቲኮ ክለብ	Quilmes AC
ኦልድ ሳሩም	Old Sarum
አዋሽ ወንዝ	Awash (Fluss)
ክሎድ ለፌቭር	Claude Lefèbvre (Maler)
ሐይክ	Hayk
የአዋሽ በሔራዊ ፓርክ	Awash-Nationalpark
በገና	Beganna
አዪ ኩዌ አርማህ	Ayi Kwei Armah
ቤሪክ	Berig
ባሌ ዞን	Bale-Zone
ለ ኔን ወንድሞች	Brüder Le Nain
ታሁሙልኮ	Tajumulco
ኖያ	Noia
ሜኖንጉዌ	Menongue
በርበሬ	Berbere
ያው	Yao (Kaiser)
ታፋላ	Tafalla
ደርግ	Derg
የኢትዮጵያ ነገሥታት	Liste der Kaiser von Äthiopien
የኮሎምቢያ እግር ኳስ ፌዴሬሽን	Federación Colombiana de Fútbol
የደቡብ አፍሪካ እግር ኳስ ማህበር	South African Football Association
ኒው ዚላንድ እግር ኳስ	New Zealand Football
ተከዜ	Tekeze-Setit
ጤፍ	Teff
መጽሐፈ ኩፋሌ	Buch der Jubiläen
ኢትስ ኮምፕሊኬትድ (ፊልም)	Wenn Liebe so einfach wäre
ዲፌንሶር ስፖርቲንግ	Defensor Sporting Club
ጉራጌ	Gurage
ፍሎረንስ፥ አሪዞና	Florence (Arizona)
ክሩዝ አዙል	CD Cruz Azul
ቁና	Pyramidenstumpf
ክለብ ሊበርታድ	Club Libertad
ወጋኝ አግላይ መርህ	Prinzip von Inklusion und Exklusion
ያሲዩስ ያኒጌና	Iasion
ቲግሬስ ዴ ላ ዩ.ኤ.ኤን.ኤል.	UANL Tigres
ፓርጋ	Parga
ምድያም	Midian
አምልኮ	Anbetung
ካርኑቴስ	Karnuten
የሜዳ ፍየል	Sömmerringgazelle
ሴሬሶ ኦሳካ	Cerezo Osaka
ትንታ	Heimlich-Manöver
ሻንዶንግ ልሳነ ምድር	Shandong-Halbinsel
ዘመናዊ ፍልስፍና	Philosophie der Neuzeit
የኮስታ ሪካ እግር ኳስ ፌዴሬሽን	Federación Costarricense de Fútbol
ሞንቴቪዴዮ ዋንደረረስ	Montevideo Wanderers FC
በቂና አስፈላጊ	Notwendige und hinreichende Bedingung
ኩቲክ-ኢንሹሺናክ	Puzur-Inšušinak
ነህሲ	Nehesy
ሆተፒብሬ	Hotep-ib-Re
ብዙነሽ በቀለ	Bizunesh Bekele
ነጀሚብሬ	Nedjemibre
ጥቁር አባይ	Blauer Nil
ኑር-አዳድ	Nur-Adad
ረንሰነብ	Renseneb
ኤንሊል-ባኒ	Enlil-bāni (Isin)
ኤናናቱም	Enanatum I.
ሠርፀ ድንግል	Sarsa Dengel
ነብካውሬ ቀቲ	Nebkaure Cheti
ዋጅካሬ	Wadjkare
ገላውዴዎስ	Claudius (Äthiopien)
ይግባ ጽዮን	Yagbe’u Seyon
ይኩኖ አምላክ	Yekuno Amlak
ሮበርት ኢርሊክ	Robert L. Ehrlich
ቀዳማዊ ዓፄ ኢያሱ	Iyasu I.
ቀዳማዊ ቴዎድሮስ	Tewodros I.
ቀዳማዊ ዓፄ ዮሐንስ	Yohannes I.
ዩፍኒ	Efni
ሰዋጅካሬ	Sewadjkare
ያዕቆብ-ሃር	Jaqobher
ዳዱሻ	Dāduša
ሰኸምካሬ 5 አመነምሃት	Amenemhet V.
የ2003 ዓ.ም. ፉኩሺማ አደጋ ውጤት	Strahlungsbelastung durch die Nuklearunfälle von Fukushima
ዲላ	Dilla (Äthiopien)
ቡሩሻንዳ	Purušḫanda
ብሬስ	Bress
ብሬት ሆሊደይ	Brett Halliday
የፋራን ምድረ በዳ	Paran
ኦፊር	Ophir
እርዳታ:ይዞታ	Hilfe:Übersicht
ፓርከር፥ አሪዞና	Parker (Arizona)
የቱኒዚያ እግር ኳስ ፌዴሬሽን	Fédération Tunisienne de Football
ካሌብ	Kaleb
ሊንጎናውያን	Lingonen
ይሁዳዊ-ሮማንስ ቋንቋዎች	Judäo-romanische Sprachen
ጄምስ ኖርማን ሃል	James Norman Hall
አልቢ	Alby
ላ አልሙኒያ ዴ ዶኛ ጎዲና	La Almunia de Doña Godina
እንጀራ	Injera
ፊር ቦልግ	Firbolg
የዑር ንጉሣዊ ጨዋታ	Königliches Spiel von Ur
ሣባ (የአረቢያ ግዛት)	Sabäer
የእስክንድርያ ቤተክርስቲያን ፓትርያርኮች	Liste der koptischen Päpste
ታርዳሖስ	Tardajos
የኢትዮጵያ ሕዝባዊ ዲሞክራሲያዊ ሪፐብሊክ	Demokratische Volksrepublik Äthiopien
ኩግባው	Kubaba
የኤሽኑና ሕግጋት	Codex Ešnunna
ካምቤልታውን	Campbelltown (New South Wales)
ወላይታ	Wolaytta (Volk)
ክሪያሶስ	Kriasos
መላኩ ወረደ	Melaku Worede
ሸዋ	Shewa
ሴት	Seth
ቦንጋ	Bonga (Äthiopien)
ላፈርቲ	Raphael Aloysius Lafferty
መሃመድ አማን	Mohammed Aman
ሀዲስ ዓለማየሁ	Haddis Alemayehu
ኢሽሜል ሪድ	Ishmael Reed
የደም ቧንቧ	Blutgefäß
ችፌ	Ekzem
ሰኸምሬኹታዊ ኻውባው	Sechemrechuitaui
ኤስቱዲያንቴስ ቴኮስ	CD Estudiantes Tecos
ሁዋቺፓቶ ስፖርት ክለብ	CD Huachipato
ቲቡሮኔስ ሮሆስ ዴ ቬራክሩዝ	CD Veracruz
ሶሂህ ቡሃሪ	Sahīh al-Buchārī
ቭራሆቪቸ	Vrahovice
ሚራማር ሚሲዮኔስ	Miramar Misiones
ሰናፌ	Senafe
ኪል	Kil
ደብረ ማርቆስ	Debre Markos
ሺንዠንግ	Xinzheng
ግራፍተን (ከተማ)	Grafton (New South Wales)
የጓቴማላ ብሔራዊ እግር ኳስ ፌዴሬሽን	Federación Nacional de Fútbol de Guatemala
የካናዳ እግር ኳስ ማህበር	Canadian Soccer Association
ሐረሪ ሕዝብ ክልል	Harar (Region)
ደብተር	Heft (Papier)
የኢራን እስላማዊ ሪፐብሊክ እግር ኳስ ፌዴሬሽን	Football Federation Islamic Republic of Iran
ፐንቻክ ጃያ	Carstensz-Pyramide
የአንጎላ እግር ኳስ ፌዴሬሽን	Federação Angolana de Futebol
ናምቻ ባርዋ	Namjagbarwa
ካርቱም ኤርፖርት	Flughafen Khartum
ሴንትራል ኤስፓኞል	Central Español FC
ራንቢር ካፑር	Ranbir Kapoor
የምዕራብ ንጉሥ እናት	Xiwangmu
ቅድመ-ሴማዊ ጽሕፈት	Protosemitisches Alphabet
ቆንጣጭ እርግጥ	Einschnürungssatz
ኑዋዳ	Nuada
ዙር ግልባጭ	Kontraposition
ፎርባስ	Phorbas (Argos)
የፈጠራዎች ታሪክ	Chronologie der Technik
የአሞራዎች ጽላት	Geierstele
ሲማሮን ወንዝ	Cimarron River (Arkansas River)
ኢንጋይዎን	Ingwäonen
ፕላዛ ኮሎኒያ	Club Plaza Colonia de Deportes
ሳን ሉዊስ የእግር ኳስ ክለብ	San Luis FC
ክለብ ቲኋና	Club Tijuana
ኮርያ	Korea (Begriffsklärung)
ካሩም	Karum
ሊቨርፑል የእግር ኳስ ክለብ	FC Liverpool
ሊቨርፑል የእግር ኳስ ክለብ (ሞንቴቪድዮ)	Liverpool FC (Montevideo)
መድፈኛ	Flachdichtung
ጥምቀት	Timkat
ኩሽ (የካም ልጅ)	Kusch (Bibel)
ዖጊጌስ	Ogygos (König von Böotien)
የኢትዮጵያ ሕዝቦች አብዮታዊ ዲሞክራሲያዊ ግንባር	Revolutionäre Demokratische Front der Äthiopischen Völker
ማንቢጅ	Manbidsch
ቶሪ ደሴት	Tory Island
ሚዛናዊ ውጭ ስብስብ	Symmetrische Differenz
ጋሜር	Gomer (Bibel)
አክሱም ጽዮን	St. Maria von Zion
ኒኑስ	Ninos
አራም (ጥንታዊ አገር)	Aram (Land)
ደጋ ደሴት	Daga (Insel)
የሜክሲኮ እግር ኳስ ፌዴሬሽን	Federación Mexicana de Fútbol Asociación
ፎሞራውያን	Fomori
ናኮር	Nahor
ሴሮሕ	Serug
የመርዌ ጽሕፈት	Meroitische Schrift
ማርሲ	Marser (Germanien)
ሥልጣኔና እንጉርጉሮው	Das Unbehagen in der Kultur
ሳሮን	Saron
ደብረ ብርሃን	Debre Berhan
ደገሃቡር	Degehabur
የሻባካ ድንጋይ	Denkmal memphitischer Theologie
ውክፔዲያ:ኤምባሲ	Wikipedia:Botschaft
ትርምስ	Fixpunktfreie Permutation
ዲ ዥዕ	Di Zhi
የካልኩለስ መሰረታዊ እርግጥ	Fundamentalsatz der Analysis
ቆፋሪዎቹ	Diggers
Epagomenal	Einschaltung (Zeitrechnung)
ሸሆኔ	Huftiere
ፖል ካጋሜ	Paul Kagame
ኒሳ (አፈ ታሪክ)	Nysa (Mythos)
አዲስ አበባ ዩኒቨርስቲ	Universität Addis Abeba
ዶራዶስ ዴ ሲናሎአ	Dorados de Sinaloa
ፍትሐ ነገሥት	Fetha Negest
መተማ	Metemma
ሊቡርኒያ	Liburnien
ላይ አፈር	Mutterboden
ጌሤም	Gosen (Bibel)
የአርዛፕ ድንጋዮች	Durupınar
ኮንኮባር አብራዱዋድ	Conchobar Abradruad
ጉንጉኑም	Gungunum
ክለብ ኔካክሳ	Necaxa
ኤቂውረውስ	Echyreus
ዮካይድ ማክ ኤይርክ	Eochaid mac Eirc
ፓርጦሎን	Partholon
የቅጥ ቋንቋ	Mustersprache
የኮምፒዩተር አውታር	Rechnernetz
ዶሮ ወጥ	Wot (Gericht)
የጂኦሜትሪክ ዝርዝር	Geometrische Reihe
ኩዱር-ማቡግ	Kudur-Mabuk
ኤክባሶስ	Ekbasos
የኢትዮጵያ አየር መንገድ በረራ 961	Ethiopian-Airlines-Flug 961
እንዳልካቸው መኮንን	Endelkachew Makonnen
እስልምና ባህል	Islamische Kultur
አቢሜሌክ	Abimelech
ኤንሻኩሻና	Enšakušana
2 ኤፓርቲ	Eparti II.
ሲኒ	Sinim
ምጽራይም	Mizraim
ቅንጅት ለአንድነትና ለዴሞክራሲ	Koalition für Einheit und Demokratie
አልቫሮ ራፋኤል ጎንዛሌዝ	Álvaro González
ጄምስ ሳልተር	James Salter
ጋውት	Gautr
ቱዊስኮን	Tuisto
መደብ:ጀርመን	Kategorie:Deutschland
መደብ:ጣልያን	Kategorie:Italien
መደብ:የአሜሪካ ተባባሪ ክፍላገሮች	Kategorie:Vereinigte Staaten
መደብ:ሩስያ	Kategorie:Russland
መደብ:አውስትራልያ	Kategorie:Australien
መደብ:ሜክሲኮ	Kategorie:Mexiko
መደብ:ሕንድ	Kategorie:Indien
መደብ:እስራኤል	Kategorie:Israel
መደብ:ደቡባዊ አፍሪቃ	Kategorie:Südafrika
መደብ:ግብፅ	Kategorie:Ägypten
መደብ:አርጀንቲና	Kategorie:Argentinien
አይጊያሌዎስ	Aigialeus (Sohn des Inachos)
ቃል (ቃል መግባት)	Versprechen
ማጋን	Magan
ሉሉቢ	Lulubi
ማራጦኒዮስ	Marathonios
ካይኮስ ወንዝ	Bakırçay
ሌዙ	Leizu
ክሻትሪያ	Kshatriya
መደብ:አልጄሪያ	Kategorie:Algerien
መደብ:ኦስትሪያ	Kategorie:Österreich
መደብ:ኢትዮጵያ	Kategorie:Äthiopien
መደብ:ሆላንድ	Kategorie:Niederlande
መደብ:ናይጄሪያ	Kategorie:Nigeria
መደብ:ፖላንድ	Kategorie:Polen
መደብ:ፖርቱጋል	Kategorie:Portugal
መደብ:ቬትናም	Kategorie:Vietnam
መደብ:አዕዋፍ	Kategorie:Vögel
መደብ:አትክልት	Kategorie:Pflanzen
መደብ:ሥነ ሕይወት	Kategorie:Biologie
መደብ:የጥንተ ንጥር ጥናት	Kategorie:Chemie
መደብ:ታሪክ	Kategorie:Geschichte
መደብ:መልክዐ ምድር	Kategorie:Geographie
መደብ:ሃይማኖት	Kategorie:Religion
መደብ:ስፖርት	Kategorie:Sport
መደብ:ሳይንስ	Kategorie:Wissenschaft
መደብ:መሬት	Kategorie:Erde
የከፋ መንግሥት	Königreich Kaffa
ቅዱስ ጊዮርጊስ የእግር ኳስ ቡድን	Saint-George SA
የሰለሞን ደሴቶች እግር ኳስ ፌዴሬሽን	Solomon Islands Football Federation
የ1934 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Fußball-Weltmeisterschaft 1934
መርየም የእየሱስ (አ.ሰ) እናት	Maryam
ሞናርካስ ሞሬሊያ	Monarcas Morelia
ቲራስ	Tiras
ቶቤል	Tubal
የፈተና ደንጊያ	Probierstein
ጋምብሪቪ	Gambrivier
ጌራራ	Gerar
ጎጃም	Godscham
ግሩምስ	Grums
ፓዌ ወረዳ	Pawe-Spezialworeda
ዮቅጣን	Joktan
ኦርጦፖሊስ	Orthopolis (Sohn des Plemnaios)
ገብርኤል	Gábor
ሀበሻ	Habescha
ሀመር	Hamar (Volk)
ኤውላጥ	Hawila
ቴልቂን	Telchin
ሄኑካ	Henuka
ጳጉሜ	Heriu-renpet
ነሐሴ	Mesut-Re
ነፃነት	Freedom
ሁራካን ቡሴዮ	Huracán Buceo
መስቀል	Meskel
የኤሌክትሪክ ፈሳሻዊ ተምሳሌት	Elektro-Hydraulische Analogie
ህያርባስ	Iarbas
መረጃ ደህንነት አስተዳደር ስርዓት	Information Security Management System
ሐምሌ	Ipip
ክለብ ፓይሳንዱ ቤላ ቪዝታ	Paysandú Bella Vista
ጀበና	Jabana
ያዓሙ ኑብዎሰሬ	Jamu (Pharao)
ያክቢም ሰኻኤንሬ	Jaqebmu
ያዋን	Jawan
ኦነሲሞስ ነሲብ	Onesimos Nesib
ግሽጣ	Stachelannone
ታኅሣሥ	Ka-her-ka (Neues Reich)
ካሊድ አደም	Khalid Adem
ክፍሌ ወዳጆ	Kifle Wodajo
ኪቲም	Kittim
ማራጦስ	Marathios
የመዋቅር ትንታኔ	Baustatik
ኮሶ	Kosobaum
