አፍሪቃ	Afrika
ክራር	Krar
ሊትጎ (ከተማ)	Lithgow (New South Wales)
ማዴ	Madai (Bibel)
ባሊ	Löffel (Anbaugerät)
ኑግ	Ramtillkraut
ለስሊ ኮንግ	Leslie Kong
ሉግዱስ	Lugus (Gottheit)
ምስር ወጥ	Linseneintopf
ቴዲ አፍሮ	Teddy Afro
ሉጋላንዳ	Lugal-anda
ሸንኖንግ በንጻው ጂንግ	Shennong ben cao jing
የቶንጋ እግር ኳስ ማህበር	Tonga Football Association
መደብ:መንታ መንገዶች	Kategorie:Begriffsklärung
መደብ:ፍልስፍና	Kategorie:Philosophie
መደብ:ክርስትና	Kategorie:Christentum
መደብ:እስልምና	Kategorie:Islam
ሙሳ (አ.ሰ)	Moses im Islam
አደም	Adam im Islam
ወሎ	Wällo
የኖህ ልጆች	Völkertafel (Bibel)
ሹቡር	Subartu
የምድር በርበሬ	Jambú
ሳሮን (አፈታሪካዊ ንጉሥ)	Saron (König)
ሚያዝያ	Renutet
ወለጋ	Wollega
የአክሱም ሐውልት	Obelisk von Axum
ኢኩኑም	Ikūnum
ሮቤል ተክለማርያም	Robel Teklemariam
አዳል	Sultanat Adal
ዝሆን	Elefanten
ጦራህ	Tawrat
ሰንሰለት	Kette
ተስፋዬ ገሠሠ	Tesfaye Gesesse
የዓለም ሀገራት ባንዲራዎች	Liste der Nationalflaggen
ህዝብ	Volk
ርብቃ ሰለሞን	Rebecca Solomon
በ1948 ዓ.ም. ተሻሽሎ የወጣ የኢትዮጵያ ሕገ መንግሥት	Verfassung des Kaiserreichs Abessinien von 1955
ዋሊ ላምብ	Wally Lamb
ዋልታ ኢንፎርሜሽን ማዕከል	Walta-Informationszentrum
ወህኒ	Wehni
ክሪስቲያን ስቱዋኒ	Christian Stuani
ኡር-ኒኑርታ	Ur-Ninurta
ፎኪስ	Phokis
ሌውኪ	Leuker
ሌባ	Diebstahl
እንቁላል ቅርፊት	Eierschale
ልዑል	Prinz
ካጌራ ወንዝ	Kagera-Nil
ሰሊጥ	Sesam
ሚሥስ አና ጎሜዝ	Ana Gomes
መደብ:Wikipedia	Kategorie:Wikipedia:
መደብ:ባሕል	Kategorie:Kultur
መደብ:ፈረንጅ አመቶች	Kategorie:Jahr
መደብ:አህጉር	Kategorie:Kontinent
የሞሮኮ የዘውድ እግር ኳስ ፌዴሬሽን	Fédération Royale Marocaine de Football
ሲግቱና	Sigtuna
በር:መልክዐ ምድር	Portal:Geographie
በር:ፍልስፍና	Portal:Philosophie
አሙ አሆተፕሬ	Aa-hetep-Re
መደብ:Wikipedia bots	Kategorie:Benutzer:Bot
ኢድጋር ሳልተስ	Edgar Saltus
ቤቴል	Bet-El
በር:ባሕልናኪነት	Portal:Kunst und Kultur
መደብ:የጀርመን ሰዎች	Kategorie:Deutscher
መደብ:የአሜሪካ ሰዎች	Kategorie:US-Amerikaner
መደብ:የኦስትሪያ ሰዎች	Kategorie:Österreicher
መደብ:የፈረንሳይ ሰዎች	Kategorie:Franzose
መደብ:የአሜሪካ ፊልሞች	Kategorie:US-amerikanischer Film
መደብ:የአሜሪካ ሙዚቀኞች	Kategorie:US-amerikanischer Musiker
መደብ:ጉግል	Kategorie:Google
መለጠፊያ:Location map Scotland	Vorlage:Positionskarte Schottland
መለጠፊያ:Location map እንግሊዝ	Vorlage:Positionskarte England
መደብ:ሕግ	Kategorie:Recht
ውክፔዲያ:መጋቢዎች	Wikipedia:Administratoren
መደብ:የኢትዮጵያ ብሔሮች	Kategorie:Ethnie in Äthiopien
መደብ:ሰዎች	Kategorie:Person
ውክፔዲያ:Bots	Wikipedia:Bots
የስብስብ ብዛት	Mächtigkeit (Mathematik)
መደብ:ሥነ አካል	Kategorie:Anatomie
መደብ:ሕክምና	Kategorie:Medizin
መደብ:የፖለቲካ ጥናት	Kategorie:Politik
መደብ:ትምህርት	Kategorie:Bildung
ግብፅ	Ägypten
2 ኢፒቅ-አዳድ	Ipiq-Adad II.
ኢብሉል-ኢል	Iblul-il
መለጠፊያ:Bot	Vorlage:Bot
ካናዳ	Kanada
መደብ:ግሪክ	Kategorie:Griechenland
መደብ:ስዊድን	Kategorie:Schweden
መደብ:ስሎቫኪያ	Kategorie:Slowakei
መደብ:Wikipedia:Featured article	Kategorie:Wikipedia:Exzellent
መደብ:የአውሮፓ አገራት	Kategorie:Staat in Europa
መደብ:አውሮፓ	Kategorie:Europa
መለጠፊያ:Documentation	Vorlage:Dokumentation
ውክፔዲያ:Resolving disputes	Wikipedia:Konflikte
መደብ:የአባሎች ልሳናት	Kategorie:Benutzer:nach Sprache
ነጭ አባይ	Weißer Nil
በር:ኢንጂኔሪንግ	Portal:Technik
መለጠፊያ:Softredirect	Vorlage:Interwiki redirect
መለጠፊያ:ለማጥፋት	Vorlage:Löschen
መደብ:ቋንቋዎች	Kategorie:Einzelsprache als Thema
መደብ:የሚሰጥ ስሞች	Kategorie:Vorname
እርዳታ:Starting a new page	Hilfe:Neuen Artikel anlegen
መደብ:የማይኖሩ ፋይሎች ያሉባቸው ገጾች	Kategorie:Wikipedia:Defekter Dateilink
ውክፔዲያ:ክፍለ-ዊኪዎች	Hilfe:Namensräume
ሲ.አር. ቫስኮ ደ ጋማ	CR Vasco da Gama
መለጠፊያ:Navbox	Vorlage:Erweiterte Navigationsleiste
ቀረፃ	Tonaufnahme
የኦርኾን ጽሕፈት	Orchon-Runen
መለጠፊያ:Clear	Vorlage:Absatz
መደብ:አፍሪቃ	Kategorie:Afrika
መደብ:መጽሐፍ ቅዱስ	Kategorie:Bibel
መለጠፊያ:Babel	Vorlage:Babel
መለጠፊያ:Commons	Vorlage:Commons
ውክፔዲያ:Searching	Hilfe:Suche
መለጠፊያ:User af-1	Vorlage:User af-1
መለጠፊያ:User ar-1	Vorlage:User ar-1
መለጠፊያ:User az	Vorlage:User az
መለጠፊያ:User eo-1	Vorlage:User eo-1
መለጠፊያ:See also	Vorlage:Siehe auch
መለጠፊያ:User da-2	Vorlage:User da-2
መለጠፊያ:User da	Vorlage:User da
መለጠፊያ:User ca-1	Vorlage:User ca-1
መለጠፊያ:User da-1	Vorlage:User da-1
መለጠፊያ:User eo-3	Vorlage:User eo-3
መለጠፊያ:User de	Vorlage:User de
መለጠፊያ:User de-1	Vorlage:User de-1
መለጠፊያ:User et-1	Vorlage:User et-1
መለጠፊያ:User el	Vorlage:User el
መለጠፊያ:User es	Vorlage:User es
መለጠፊያ:User de-3	Vorlage:User de-3
መለጠፊያ:User en-3	Vorlage:User en-3
መለጠፊያ:User el-1	Vorlage:User el-1
መለጠፊያ:User en-1	Vorlage:User en-1
መለጠፊያ:User en-2	Vorlage:User en-2
መለጠፊያ:User eo-2	Vorlage:User eo-2
መለጠፊያ:User en-4	Vorlage:User en-4
መለጠፊያ:User fi	Vorlage:User fi
መለጠፊያ:User en-0	Vorlage:User en-0
መለጠፊያ:User es-4	Vorlage:User es-4
መለጠፊያ:User en	Vorlage:User en
መለጠፊያ:User de-2	Vorlage:User de-2
መለጠፊያ:User es-1	Vorlage:User es-1
መለጠፊያ:User fa	Vorlage:User fa
መለጠፊያ:User fr-1	Vorlage:User fr-1
መለጠፊያ:User grc-1	Vorlage:User grc-1
መለጠፊያ:User ja-4	Vorlage:User ja-4
መለጠፊያ:User sk	Vorlage:User sk
መለጠፊያ:User fr-2	Vorlage:User fr-2
መለጠፊያ:User tr	Vorlage:User tr
መለጠፊያ:User ja	Vorlage:User ja
መለጠፊያ:User ja-1	Vorlage:User ja-1
መለጠፊያ:User it-1	Vorlage:User it-1
መለጠፊያ:User fr	Vorlage:User fr
መለጠፊያ:User he	Vorlage:User he
መደብ:እስያ	Kategorie:Asien
መደብ:ቺሌ	Kategorie:Chile
መደብ:User uk	Kategorie:User uk
መደብ:ደቡብ አሜሪካ	Kategorie:Südamerika
መደብ:User uk-N	Kategorie:User uk-M
መደብ:እግር ኳስ	Kategorie:Fußball
መለጠፊያ:Mod	Vorlage:Modulo
መለጠፊያ:NowCommons	Vorlage:NowCommons
መለጠፊያ:User sv	Vorlage:User sv
መለጠፊያ:User it	Vorlage:User it
መለጠፊያ:User uk	Vorlage:User uk
መለጠፊያ:User es-2	Vorlage:User es-2
መለጠፊያ:ሰላምታ	Vorlage:Willkommen
መደብ:ጨረቃ	Kategorie:Erdmond
መደብ:User fr-1	Kategorie:User fr-1
መለጠፊያ:Image label	Vorlage:Image label
መለጠፊያ:የሀገር መረጃ	Vorlage:Infobox Staat
መለጠፊያ:Cite journal	Vorlage:Cite journal
መለጠፊያ:Cite news	Vorlage:Cite news
መለጠፊያ:ምርጥ ፅሑፍ	Vorlage:Exzellent
መደብ:User en-4	Kategorie:User en-4
መደብ:User en	Kategorie:User en
መደብ:User zh	Kategorie:User zh
መደብ:User zh-N	Kategorie:User zh-M
መደብ:User en-2	Kategorie:User en-2
መለጠፊያ:Infobox	Vorlage:Infobox
መለጠፊያ:User zh	Vorlage:User zh
መለጠፊያ:User ru-4	Vorlage:User ru-4
መደብ:ግንባታ	Kategorie:Bauwesen
መደብ:ሃሪ ፖተር	Kategorie:Harry Potter
መለጠፊያ:User nl-1	Vorlage:User nl-1
መደብ:የሮሜ ሰዎች	Kategorie:Römer
መደብ:የሕንድ ፊልሞች	Kategorie:Indischer Film
መለጠፊያ:የቦታ መረጃ	Vorlage:Infobox Ort
መደብ:ተራሮች	Kategorie:Berg
መለጠፊያ:User ru	Vorlage:User ru
መደብ:መሪዎች	Kategorie:Politiker
መለጠፊያ:Familytree/end	Vorlage:Stammbaum/Ende
መደብ:ጸሓፊዎች	Kategorie:Autor
መደብ:ዩኒቨርሲቲዎች	Kategorie:Universität
መለጠፊያ:MedalTableTop	Vorlage:MedalTableTop
መደብ:ናይሎ ሳህራዊ ቋንቋዎች	Kategorie:Nilo-saharanische Sprachen
መለጠፊያ:User nl	Vorlage:User nl
መለጠፊያ:Image label end	Vorlage:Image label end
መለጠፊያ:MedalSport	Vorlage:MedalSport
መለጠፊያ:EBS	Vorlage:Emergency-bot-shutoff
መለጠፊያ:User pl-1	Vorlage:User pl-1
መለጠፊያ:User fr-3	Vorlage:User fr-3
መደብ:ሥዕል	Kategorie:Gemälde
መለጠፊያ:User lt	Vorlage:User lt
መለጠፊያ:User nds-1	Vorlage:User nds-1
ኢርካብ-ዳሙ	Irkab-Damu
መደብ:User ja-N	Kategorie:User ja-M
መደብ:Essays	Kategorie:Essay
መለጠፊያ:Familytree/start	Vorlage:Stammbaum/Start
መለጠፊያ:መንታ	Vorlage:Begriffsklärung
መለጠፊያ:User no	Vorlage:User no
መለጠፊያ:InterWiki	Vorlage:Wikipedia
መለጠፊያ:የንጥረ ነገሮች ሠንጠረዥ	Vorlage:Periodisches System
መለጠፊያ:User lv	Vorlage:User lv
መደብ:የእግር ኳስ ተጫዋቾች	Kategorie:Fußballspieler nach Staat
መደብ:User az	Kategorie:User az
መደብ:User sk	Kategorie:User sk
መደብ:User eo	Kategorie:User eo
መደብ:User et	Kategorie:User et
መደብ:User fr	Kategorie:User fr
መደብ:User ja	Kategorie:User ja
መደብ:User la	Kategorie:User la
መደብ:User lt	Kategorie:User lt
መደብ:User new	Kategorie:User new
መደብ:User oc	Kategorie:User oc
መደብ:User pt	Kategorie:User pt
መደብ:User sv	Kategorie:User sv
መደብ:User th	Kategorie:User th
መደብ:User cs-3	Kategorie:User cs-3
መደብ:User fr-3	Kategorie:User fr-3
መደብ:User ja-3	Kategorie:User ja-3
መደብ:User tr-3	Kategorie:User tr-3
መደብ:User da-1	Kategorie:User da-1
መደብ:User et-1	Kategorie:User et-1
መደብ:User nl-1	Kategorie:User nl-1
መደብ:User pl-1	Kategorie:User pl-1
መደብ:User tr-1	Kategorie:User tr-1
መደብ:User ar-1	Kategorie:User ar-1
መደብ:User oc-4	Kategorie:User oc-4
መደብ:User da-2	Kategorie:User da-2
መደብ:User fr-2	Kategorie:User fr-2
መደብ:User la-2	Kategorie:User la-2
መደብ:User nl-2	Kategorie:User nl-2
መደብ:User sv-2	Kategorie:User sv-2
መደብ:User cs-N	Kategorie:User cs-M
መደብ:User ko-N	Kategorie:User ko-M
መደብ:User fr-N	Kategorie:User fr-M
መደብ:User it-N	Kategorie:User it-M
መደብ:User lv-N	Kategorie:User lv-M
መደብ:User lt-N	Kategorie:User lt-M
መደብ:User nl-N	Kategorie:User nl-M
መደብ:User new-N	Kategorie:User new-M
መደብ:User no-N	Kategorie:User no-M
መደብ:User ru-N	Kategorie:User ru-M
መደብ:የኢትዮጵያ ታሪካዊ ክፍሎች	Kategorie:Provinz in Äthiopien
መደብ:User af	Kategorie:User af
መደብ:User af-1	Kategorie:User af-1
መደብ:User am	Kategorie:User am
መደብ:User am-1	Kategorie:User am-1
መደብ:User am-2	Kategorie:User am-2
መደብ:User am-4	Kategorie:User am-4
መደብ:User am-N	Kategorie:User am-M
መደብ:User ar	Kategorie:User ar
መደብ:User az-N	Kategorie:User az-M
መደብ:User ca	Kategorie:User ca
መደብ:User ca-1	Kategorie:User ca-1
መደብ:User cs	Kategorie:User cs
መደብ:User da	Kategorie:User da
መደብ:User sk-N	Kategorie:User sk-M
መደብ:User de	Kategorie:User de
መደብ:User de-2	Kategorie:User de-2
መደብ:User de-3	Kategorie:User de-3
መደብ:User de-4	Kategorie:User de-4
መደብ:User de-N	Kategorie:User de-M
መደብ:User el	Kategorie:User el
መደብ:User el-1	Kategorie:User el-1
መደብ:User el-N	Kategorie:User el-M
መደብ:User en-0	Kategorie:User en-0
መደብ:User en-3	Kategorie:User en-3
መደብ:User en-N	Kategorie:User en-M
መደብ:User eo-1	Kategorie:User eo-1
መደብ:User eo-2	Kategorie:User eo-2
መደብ:User eo-3	Kategorie:User eo-3
መደብ:User eo-N	Kategorie:User eo-M
መደብ:User es	Kategorie:User es
መደብ:User es-1	Kategorie:User es-1
መደብ:User es-2	Kategorie:User es-2
መደብ:User es-3	Kategorie:User es-3
መደብ:User es-4	Kategorie:User es-4
መደብ:User es-N	Kategorie:User es-M
መደብ:User fa	Kategorie:User fa
መደብ:User fa-N	Kategorie:User fa-M
መደብ:User fi	Kategorie:User fi
መደብ:User fi-N	Kategorie:User fi-M
መደብ:User grc	Kategorie:User grc
መደብ:User grc-1	Kategorie:User grc-1
መደብ:User he	Kategorie:User he
መደብ:User he-N	Kategorie:User he-M
መደብ:User pl-N	Kategorie:User pl-M
መደብ:User pt-1	Kategorie:User pt-1
መደብ:User ka-1	Kategorie:User ka-1
መለጠፊያ:User am-1	Vorlage:User am-1
መለጠፊያ:User am-2	Vorlage:User am-2
መደብ:የኢትዮጵያ ባልትና	Kategorie:Äthiopische Küche
መደብ:User it	Kategorie:User it
መደብ:User it-1	Kategorie:User it-1
መደብ:User ja-1	Kategorie:User ja-1
መደብ:User ka	Kategorie:User ka
መደብ:User ko	Kategorie:User ko
መደብ:User ko-1	Kategorie:User ko-1
መደብ:User ksh	Kategorie:User ksh
መደብ:User ksh-N	Kategorie:User ksh-M
መደብ:User la-1	Kategorie:User la-1
መደብ:User ru-1	Kategorie:User ru-1
ውክፔዲያ:ልሳናት	Wikipedia:Babel
መለጠፊያ:በአፍሪካ ውስጥ የሚገኙ አገሮች	Vorlage:Navigationsleiste AU-Staaten
ቅማል	Tierläuse
መደብ:የሆላንድ እግር ኳስ ተጫዋቾች	Kategorie:Fußballspieler (Niederlande)
መደብ:የፖላንድ ሰዎች	Kategorie:Pole
መደብ:የእንግሊዝ ሰዎች	Kategorie:Engländer
መደብ:User lv	Kategorie:User lv
መደብ:እንግሊዝ	Kategorie:England
መደብ:User nds	Kategorie:User nds
መደብ:User nds-1	Kategorie:User nds-1
መደብ:User nds-N	Kategorie:User nds-M
የፎሪየር ሽግግር	Fourier-Transformation
መደብ:የአፍሪካ አገራት	Kategorie:Staat in Afrika
መለጠፊያ:User ko-1	Vorlage:User ko-1
መለጠፊያ:User ru-2	Vorlage:User ru-2
መደብ:User pt-N	Kategorie:User pt-M
መደብ:User ru	Kategorie:User ru
መደብ:User ru-2	Kategorie:User ru-2
መደብ:User ru-3	Kategorie:User ru-3
መደብ:User ru-4	Kategorie:User ru-4
መደብ:User sv-1	Kategorie:User sv-1
መደብ:User sv-N	Kategorie:User sv-M
መደብ:User th-N	Kategorie:User th-M
መደብ:User tr	Kategorie:User tr
መደብ:User tr-N	Kategorie:User tr-M
መደብ:User uk-1	Kategorie:User uk-1
መደብ:User vi	Kategorie:User vi
መደብ:User vi-1	Kategorie:User vi-1
መደብ:User vi-N	Kategorie:User vi-M
መደብ:User wa	Kategorie:User wa
መደብ:User wa-N	Kategorie:User wa-M
መለጠፊያ:Lang	Vorlage:Lang
መደብ:የአሜሪካ ሰዓሊዎች	Kategorie:US-amerikanischer Maler
መደብ:ሠዓሊ	Kategorie:Maler
መለጠፊያ:User th	Vorlage:User th
መደብ:አሪዞና	Kategorie:Arizona
መደብ:የኢትዮጵያ እግር ኳስ ክለቦች	Kategorie:Äthiopischer Fußballverein
መለጠፊያ:User nds	Vorlage:User nds
መደብ:የኢትዮጵያ ወንዞች	Kategorie:Fluss in Äthiopien
መለጠፊያ:Family tree/step2	Vorlage:Stammbaum/step2
መደብ:አንጎላ	Kategorie:Angola
መደብ:ኤርትራ	Kategorie:Eritrea
መደብ:ላይቤሪያ	Kategorie:Liberia
መደብ:ሊቢያ	Kategorie:Libyen
መደብ:ፆታ	Kategorie:Geschlecht
መለጠፊያ:ውሕደት	Vorlage:Redundanz
መደብ:ገንዘብ	Kategorie:Währung
መለጠፊያ:User am	Vorlage:User am
መለጠፊያ:User am-3	Vorlage:User am-3
መለጠፊያ:User cs-3	Vorlage:User cs-3
መደብ:ወንዞች	Kategorie:Fluss
መለጠፊያ:User hy	Vorlage:User hy
መለጠፊያ:User ko	Vorlage:User ko
መለጠፊያ:User la-2	Vorlage:User la-2
መለጠፊያ:User pt	Vorlage:User pt
መለጠፊያ:User ru-1	Vorlage:User ru-1
መለጠፊያ:User tr-1	Vorlage:User tr-1
መለጠፊያ:User tr-3	Vorlage:User tr-3
መለጠፊያ:User uk-1	Vorlage:User uk-1
መለጠፊያ:User zh-1	Vorlage:User zh-1
መለጠፊያ:User zh-2	Vorlage:User zh-2
መደብ:የግሪክ ሰዎች	Kategorie:Grieche
መደብ:የኢትዮጵያ ሰዎች	Kategorie:Äthiopier
መደብ:የአርጀንቲና እግር ኳስ ተጫዋቾች	Kategorie:Fußballspieler (Argentinien)
መደብ:የብራዚል እግር ኳስ ተጫዋቾች	Kategorie:Fußballspieler (Brasilien)
መደብ:User nl	Kategorie:User nl
መደብ:User no-2	Kategorie:User no-2
መደብ:User no	Kategorie:User no
መደብ:User zh-1	Kategorie:User zh-1
መደብ:User zh-2	Kategorie:User zh-2
መደብ:የሱመር ነገሥታት	Kategorie:König (Sumer)
መደብ:አርመኒያ	Kategorie:Armenien
መደብ:ሥነ ጥምረት	Kategorie:Kombinatorik
መደብ:ፈረንሳዊ ሠዓሊ	Kategorie:Französischer Maler
መደብ:የአሜሪካ መሪዎች	Kategorie:Politiker (Vereinigte Staaten)
መደብ:የስኮትላንድ ሰዎች	Kategorie:Schotte
መደብ:የፈረንሣይ መሪዎች	Kategorie:Politiker (Frankreich)
መደብ:የኢትዮጵያ እግር ኳስ ተጫዋቾች	Kategorie:Fußballspieler (Äthiopien)
መደብ:ኡራጓያዊ እግር ኳስ ተጫዋቾች	Kategorie:Fußballspieler (Uruguay)
ጓንግዶንግኛ	Kantonesische Sprache
መደብ:ህንዳዊ-አውሮፓዊ ቋንቋዎች	Kategorie:Indogermanische Sprachen
መደብ:የፈረንሣይ እግር ኳስ ተጫዋቾች	Kategorie:Fußballspieler (Frankreich)
መደብ:ትሪጎኖሜትሪ	Kategorie:Trigonometrie
መደብ:ሥነ ስብስብ	Kategorie:Mengenlehre
መደብ:የአውሮፕላን ማረፊያዎች	Kategorie:Flughafen
መደብ:ሳይንቲስቶች	Kategorie:Wissenschaftler
መደብ:የኢትዮጵያ መልክዐ ምድር	Kategorie:Geographie (Äthiopien)
ኦክሌይ ሃል	Oakley Hall
መደብ:ጃማይካ	Kategorie:Jamaika
መደብ:የደቡብ አፍሪካ እግር ኳስ ተጫዋቾች	Kategorie:Fußballspieler (Südafrika)
መደብ:ሜክሲካዊ እግር ኳስ ተጫዋቾች	Kategorie:Fußballspieler (Mexiko)
መለጠፊያ:User de-4	Vorlage:User de-4
መደብ:የፈረንሣይ ፕሬዚዳንት	Kategorie:Staatspräsident (Frankreich)
መደብ:ኡሩጓይ	Kategorie:Uruguay
መደብ:ፍራፍሬ	Kategorie:Obst
መደብ:ፓርቲዎች	Kategorie:Politische Partei
መደብ:የሰው ልጅ ጥናት	Kategorie:Anthropologie
መደብ:ያሁ	Kategorie:Yahoo
መደብ:የአሜሪካ የጥበብ ሰዎች	Kategorie:US-amerikanischer Künstler
መደብ:የዱር አራዊት	Kategorie:Vielzellige Tiere
መደብ:ዩማ ካውንቲ፥ አሪዞና	Kategorie:Yuma County (Arizona)
መደብ:የሙዚቃ መሣሪያዎች	Kategorie:Musikinstrument
መለጠፊያ:MedalCompetition	Vorlage:MedalCompetition
መደብ:አልባሳት	Kategorie:Kleidung
መደብ:ዋና ከተሞች	Kategorie:Hauptstadt
መደብ:መካከለኛ አፍሪቃ	Kategorie:Zentralafrika
መደብ:ምዕራብ አፍሪቃ	Kategorie:Westafrika
መደብ:ስሜን አፍሪቃ	Kategorie:Nordafrika
መደብ:ምሥራቅ አፍሪቃ	Kategorie:Ostafrika
መደብ:ሥነ ቅርስ	Kategorie:Archäologie
መደብ:User pl	Kategorie:User pl
መደብ:ሮማንስ ቋንቋዎች	Kategorie:Romanische Sprachen
መደብ:ቤተሠብ	Kategorie:Familie
መደብ:ግራፍ	Kategorie:Graphentheorie
መደብ:ስሜን አሜሪካ	Kategorie:Nordamerika
መደብ:ተከታታይ ፊልሞች	Kategorie:Filmreihe
ካሮት	Karotte
መደብ:የኢትዮጵያ ከተሞች	Kategorie:Ort in Äthiopien
መደብ:የኢትዮጵያ ተራሮች	Kategorie:Berg in Äthiopien
መደብ:ጋብቻ	Kategorie:Ehe
መደብ:ስኮትላንድ	Kategorie:Schottland
ሐቲ	Hattier
የአይርላንድ ነገሥታት ዝርዝር	Liste der Hochkönige von Irland
መደብ:የኢትዮጵያ ካቢኔ አባላት	Kategorie:Minister (Äthiopien)
መደብ:ጥናታዊ ፊልሞች	Kategorie:Dokumentarfilm
በር:ሒሳብ	Portal:Mathematik
መደብ:የኢትዮጵያ ወረዳዎች	Kategorie:Äthiopische Woreda
ትሮያኒ፣ ማሶቪያ	Trojany (Woiwodschaft Masowien)
ጥገኛ አምክንዮ	Subjunktion
መደብ:ኦሞቲክ ቋንቋዎች	Kategorie:Omotische Sprachen
መደብ:እንግሊዝኛ	Kategorie:Englische Sprache
ሴኬም	Sichem
መደብ:የኢትዮጵያ ክልሎች	Kategorie:Region in Äthiopien
ይታይሽ አየነው	Yityish Aynaw
መለጠፊያ:User vi-1	Vorlage:User vi-1
መለጠፊያ:User am-4	Vorlage:User am-4
መለጠፊያ:Location map መስጴጦምያ	Vorlage:Positionskarte Mesopotamien
መደብ:አፋር ክልል	Kategorie:Afar
መደብ:አማራ ክልል	Kategorie:Amhara
መደብ:አፓቼ ካውንቲ፥ አሪዞና	Kategorie:Apache County
መደብ:የጠፈር ጉዞ	Kategorie:Weltraumforschung
መደብ:ቤንሻንጉል-ጉምዝ ክልል	Kategorie:Benishangul-Gumuz
መደብ:የኢትዮጵያ መሪዎች	Kategorie:Politiker (Äthiopien)
መደብ:ፊፋ የዓለም ዋንጫ	Kategorie:Fußball-Weltmeisterschaft als Thema
መደብ:ጀርመናዊ ቋንቋዎች	Kategorie:Germanische Sprachen
መደብ:ሒላ ካውንቲ፥ አሪዞና	Kategorie:Gila County
መደብ:ግራህም ካውንቲ፥ አሪዞና	Kategorie:Graham County (Arizona)
መደብ:ግሪንሊ ካውንቲ፥ አሪዞና	Kategorie:Greenlee County
መደብ:የማሪ ነገሥታት	Kategorie:Herrscher (Mari)
መደብ:ላ ፓዝ ካውንቲ፥ አሪዞና	Kategorie:La Paz County
መደብ:የኢትዮጵያ ሐይቆች	Kategorie:See in Äthiopien
መደብ:ማሪኮፓ ካውንቲ፥ አሪዞና	Kategorie:Maricopa County
መለጠፊያ:ያዳምጡ	Vorlage:Bild mit Audio
