אפריקע	Afrika
קאוואדא דער ערשטער	Kavadh I.
ארקילאוס	Herodes Archelaos
באנק פון ישראל	Israelische Zentralbank
צבי הירש אשכנזי	Zwi Hirsch Aschkenasi
צבי פסח פראנק	Zwi Pesach Frank
חזקיהו	Hiskija
קאמיקער	Komiker
מזוזה	Mesusa
מאיר כהנא	Meir Kahane
שטודיע	Studio
פלאס	Plus
מרדכי אליהו	Mordechai Elijahu
הספד	Trauerrede
יואי	Yui
מאטערסדארף	Mattersburg
רויטע ארמיי	Rote Armee
האלאווין	Halloween
הגנה	Hagana
לשון סגי נהור	Antiphrasis
מייל	Meile
לאגער (ביר)	Lagerbier
קרימער מלחמה	Krimkrieg
מעטריקע	Personenstandsurkunde
פארע	Dampf
ליסטע פון יידיש-שפראך דיכטער	Liste jiddischer Schriftsteller
חוצפה	Chuzpe
מנחה	Mincha
ייווא	YIVO
שבע קהילות	Siebengemeinden (Burgenland)
גראזשניידער	Rasenmäher
שחרית	Schacharit
וואלאווע	Mischhirja
קאפירעכט	Urheberrecht
ניוגראונדס	Newgrounds
סאדע וואסער	Sodawasser
יונתן פאלארד	Jonathan Pollard
מצווה	Mitzwa
C-base	C-base
חוה אלבערשטיין	Chava Alberstein
ירדנה ארזי	Jardena Arasi
העטהער מיללס	Heather Mills
שירי מיימון	Schiri Maimon
זשאואנא ענזשל	Joanna Angel
שלומציון המלכה	Salome Alexandra
מרים החשמונאית	Mariamne
ען קאלטער	Ann Coulter
יידישע קאמף ארגאניזאציע	Jüdische Kampforganisation
לארע אינגרעהעם	Laura Ingraham
באטעריע	Batterie (Elektrotechnik)
שטערבליך	Sterben
ארבעט	Arbeit (Sozialwissenschaften)
האדיטש	Hadjatsch
טעלעמארקעטינג	Telefonverkauf
פיריאטין	Pyrjatyn
דאן ריקלס	Don Rickles
שטראז	Highway
לאנדאנער זאא	London Zoo
דיג	Digg
אברהם אבן עזרא	Abraham ibn Esra
אויגוסט 2006	August 2006
בת שבע	Bathseba
פרעסע קאנפערענץ	Pressekonferenz
אפריל 2006	April 2006
יאסוהירא יאמאשיטא	Yasuhiro Yamashita
לא פאז (דעפארטמענט אין באליוויע)	Departamento La Paz (Bolivien)
סוספענדירונג	Federung
ברעך-נוס	Gewöhnliche Brechnuss
מארטיני	Martini (Cocktail)
דער עניאגראם פון דער פערזענלעכקייט	Enneagramm
אר קעלי	R. Kelly
בר כוכבא	Bar Kochba
פראטעסט	Protest
אבים	Abija
דעזש	Dej
פאלם OS	Palm OS
קייסער סאלאט	Caesar Salad
פינטשאוו	Pińczów
מאסאווע	Massaua
אפטא	Opatów
דראגאמירעשט	Dragomirești
שטעפאנעשט	Ștefănești (Botoșani)
גאנצע ליקוי חמה פונעם 22סטן יולי 2009	Sonnenfinsternis vom 22. Juli 2009
פאל ראד	Paul Rudd
ווארקע	Warka
לייסיק	Laser-in-situ-Keratomileusis
ווילנער גאון	Gaon von Wilna
מיעט פעקינג דיסטריקט	Meatpacking District
געארג דער זעקסטער	Georg VI. (Vereinigtes Königreich)
סאציעלע פאביע	Soziale Phobie
דיזנגאף גאס	Dizengoffstraße
יעדוואבנע	Jedwabne
סיקריקין	Sikarier
בוסק	Busk (Ukraine)
Wolbachia	Wolbachia
ABC NEWS	ABC News
טשעט	Chat
אגנאסטיציזם	Agnostizismus
שונא	Feind
יעקב אבינו	Jakob (Patriarch)
לח"י	Lechi
חיים הערצאג	Chaim Herzog
איניגא דזשאנס	Inigo Jones
אסימא	ASIMO
פרעד טאמפסאן	Fred Thompson
ריטא	Rita (Sängerin)
בילי קאנאלי	Billy Connolly
זלמן שזר	Salman Schasar
יהודה הלוי	Jehuda ha-Levi
שבתי צבי	Schabbtai Zvi
אהרן חורינער	Aaron Chorin
סאוט טשיינע מאלל	South China Mall
טעדי קאלעק	Teddy Kollek
ווירטועל קאלאנסקאפי	Virtuelle Koloskopie
בן אשר	Aaron ben Ascher
מאריציא סאקאני	Maurizio Sacconi
אדמיניסטראציע	Administration
אביי	Abaje
רב (אמורא)	Abba Arikha
אבא אבן	Abba Eban
אבא שאול בן בטנית	Abba Saul ben Batnit
מיווא	Miwa (Sängerin)
אנאנימיטעט	Anonymität
פארצוימטע באוועגונג	Stop-Motion
אוניווערסיטעט פון סאלאמאנקע	Universität Salamanca
דעאדאראנט	Deodorant
פלאן	Planung
רעננה	Ra’anana
קראקעווער געטא	Ghetto Krakau
אפאסטיל	Apostille
יום השואה	Jom haScho’a
דער דיסבורג מאסן-געדרענג 2010	Unglück bei der Loveparade 2010
דייוויד קוק	David Cook
מתתיהו מיללער	Matisyahu
רבן גמליאל הזקן	Gamaliel I.
דזשעסי דזשעקסאן	Jesse Jackson
דעניס קוסיניטש	Dennis Kucinich
גלען בעק	Glenn Beck
שאגי	Shaggy
רבי עקיבא	Rabbi Akiba
ביל אריילי	Bill O’Reilly
סעמי שילט	Semmy Schilt
קארל ראוו	Karl Rove
שמעון וויזענטאל צענטער	Simon Wiesenthal Center
יצחק נבון	Jitzchak Nawon
RSVP	U. A. w. g.
טשיאנאפודזשי מיצוגו	Chiyonofuji Mitsugu
מאיר לענסקי	Meyer Lansky
מירענדע ווארענונג	Auskunftsverweigerungsrecht
עיִן תחת עיִן	Auge für Auge
יפו טויער	Jaffator (Jerusalem)
הר הצופים	Skopus (Berg)
אחזיהו (מלך יהודה)	Ahasja (Juda)
יהורם (מלך יהודה)	Joram (Juda)
עוזיהו	Asarja
ירבעם בן נבט	Jerobeam I.
יאשיהו	Joschija
יהואש (מלך יהודה)	Joas
אמציה	Amazja (König)
אסא	Asa (König)
הבל	Abel (Bibel)
אמון	Amon (Juda)
דזשעף גארדאן	Jeff Gordon
וואסילי גראסמאן	Wassili Semjonowitsch Grossman
באשיר זשומייעל	Bachir Gemayel
קאמאדיטי	Handelsware
יוסף סערטשוק	Joseph Serchuk
זילבער (קאליר)	Silber (Farbe)
וואדיה סאאדעה	Wadih Saadeh
יגאל אלון	Jigal Allon
אלה	Ela
יגאל עמיר	Jigal Amir
יהויקים	Jojakim
הושע בן אלה	Hoschea
יוחנן הורקנוס דער ערשטער	Johannes Hyrkanos I.
יהויכין	Jojachin
טייהא קאקי	Taihō Kōki
בעל שם טוב	Israel ben Elieser
קהאליד שייך מוכאמעד	Chalid Scheich Mohammed
ראש לימבאו	Rush Limbaugh
אנטיפטרוס	Antipatros (Idumäer)
באב דאול	Bob Dole
על פרענקען	Al Franken
דן חלוץ	Dan Chalutz
מייקל דוקאקיס	Michael Dukakis
אלכסנדר ינאי	Alexander Jannäus
קריסטאפער דאד	Chris Dodd
נתן הנביא	Natan (Prophet)
אלעקס זשאונס	Alex Jones
בערי גאלדוואטער	Barry Goldwater
חיים טאפאל	Chaim Topol
שעלדאן איידלסאהן	Sheldon Adelson
בועז מעודה	Boaz Mauda
הלל הזקן	Hillel
פראכט	Frachtgut
גוש דן	Gusch Dan
תל אביבער אוניווערסיטעט	Universität Tel Aviv
קסרי	Caesarea Maritima
יאנואר 2006	Januar 2006
שעדליץ	Siedlce
זאב זשאבאטינסקי	Wladimir Zeev Jabotinsky
לאנדאנער בארא פון סאטן	London Borough of Sutton
צאפ	Flechten (Technik)
אבישג פון שונם	Abischag
אייכמאן פראצעס	Eichmann-Prozess
טייף אפמאך	Abkommen von Taif
אפשוואכן קריג	Abnutzungskrieg
עקאנאמיע פון דעם פאראייניגטן קעניגרייך	Wirtschaft des Vereinigten Königreichs
בריגעל	Brzesko
אינטעריגאציע	Vernehmung
שלאכט פון אאכן	Schlacht um Aachen
אגענטור	Behörde
קרית שמונה	Kirjat Schmona
שערן	Frisur
עדגער בראנפמאן	Edgar Miles Bronfman senior
מרדכי אניעלעוויטש	Mordechaj Anielewicz
לאדזשער געטא	Ghetto Litzmannstadt
נתנאל ווייל	Nathanael Weil
קעזמארק	Kežmarok
האלדזן	Umarmung
אמין זשומייעל	Amin Gemayel
מערץ 2006	März 2006
פעברואר 2006	Februar 2006
דעל.איס.אס	Delicious
געלע לאטע	Judenstern
קישקונהאלאש	Kiskunhalas
אברהם בים	Abraham D. Beame
אברהם יצחק הכהן קוק	Abraham Isaak Kook
אברהם יהושע העשיל (אפטא)	Abraham Jehoschua Heschel
ראצפערט	Újfehértó
פאראמעדיקער	Paramedic
אברהם סוצקעווער	Abraham Sutzkever
אברהם זכות	Abraham Zacuto
קבר	Erdbestattung
אויק פארק (אילינויס)	Oak Park (Illinois)
געמיט	Stimmung (Psychologie)
הר ציון	Berg Zion
פלוראליזם	Pluralismus (Politik)
איבעראשונג	Überraschung
טעכניאן	Technion
לבנון בארג	Libanon (Gebirge)
זשאנסאן & זשאנסאן	Johnson & Johnson
קאסאם	Kassam-Rakete
סיגעט	Sighetu Marmației
געזונט פארזיכערונג	Krankenversicherung
אבו האמזא	Abu Hamza al-Masri
יהודה אריסטובולוס דער ערשטער	Aristobulos I.
ראיעל קענעדיען מאונטעד פאליציי	Royal Canadian Mounted Police
M4a	MP4
ראפשיץ	Ropczyce
יונתן סאקס	Jonathan Sacks, Baron Sacks
יהואחז	Joahas (Juda)
נהרדעא	Nehardea
אלעקס יאקאבאוויטש	Alex Jacobowitz
תנחום קאפלאן	Anatoli Lwowitsch Kaplan
טאם הארטמען	Thom Hartmann
שמעון בן שטח	Schimon ben Schetach
ראדני קינג	Rodney King
טאנגא	Tango (Standardtanz)
מוילאייזל הערש	Maultierhirsch
אר"י הקדוש	Isaak Luria
בורידאן'ס אייזל	Buridans Esel
אחינועם ניני	Achinoam Nini
דעמאקראט	Demokrat
אייגנשאפט	Trait
אקטאן שטאט אונטערגרונט סטאנציע	Acton Town (London Underground)
לאנצהוט	Łańcut
פיליפוס	Herodes Philippos
אדא	Ada (Serbien)
מוסקאט	Muscat
געדאנק	Gedanke
זשענעראל	General (Begriffsklärung)
לייב ניידוס	Lejb Najdus
בענטשן	Bless
עדין שטיינזאלץ	Adin Steinsaltz
OU	Orthodox Union
גאלדשטיין	Goldstein
אדמו"ר	Admor
יהודה אריסטובולוס דער צווייטער	Aristobulos II.
יוחנן הורקנוס דער צווייטער	Johannes Hyrkanos II.
מתתיהו אנטיגונוס דער צווייטער	Antigonos der Hasmonäer
שאול מופז	Scha’ul Mofas
מענדעלע מוכר ספרים	Mendele Moicher Sforim
יגאל ידין	Jigael Jadin
חיים נחמן ביאליק	Chaim Nachman Bialik
שמעון התרסי	Simon (Hasmonäer)
נפתלי הערץ אימבער	Naphtali Herz Imber
מוכאמאד סאאיד אל-סאהאף	Muhammad as-Sahhaf
אדוניהו	Adonia (Israel)
אמנון	Amnon
מארעק גרעכוטא	Marek Grechuta
מישעל אאון	Michel Aoun
מהר"ל מפראג	Judah Löw
גראף	Graph
איסט סייד	East Side
פעדרא דע בעטאנקור	Peter von Betancurt
קעניג מענעליק	Menelik I.
ווויטעך טוקא	Vojtech Tuka
שליוואוויץ	Sliwowitz
יו-עס קאסטומס ענד בארדער פראטעקשן	United States Customs and Border Protection
נייטרע טייך	Nitra (Fluss)
גוגל רידער	Google Reader
ארדשיר	Ardaschir I.
מעמאריעל דעי	Memorial Day
עמלק	Amalekiter
בייבל קריטיק	Biblische Exegese
יוסף דוב הלוי סאלאווייטשיק	Joseph Ber Soloveitchik
סעקלהיד	Săcueni
טשיטאגאנג	Chittagong
דרעטל	Heftklammer
מעמד הר סיני	Sinai (Berg)
שינאווא	Sieniawa
וויליאם באקלי	William F. Buckley, Jr.
אתגר קרת	Etgar Keret
שלמה שיינפעלד	Solomon Schonfeld
לואיס קארוואלאן	Luis Corvalán
אדווערב	Adverb
דאדולא	Dadullah Akhund
שב"כ	Schin Bet
טעלעפאן שווינדל	Enkeltrick
באשרייבנדיקע סטאטיסטיק	Deskriptive Statistik
עמאנציפאציע	Emanzipation
איגאר פאווליוק	Ihor Pawljuk
אחד העם	Achad Ha'am
זשאק ליפשיץ	Jacques Lipchitz
רבי יהודה הנשיא	Jehuda ha-Nasi
אלכסנדר הארקאווי	Alexander Harkavy
טאני ראבינס	Anthony Robbins
שלום רוקח	Schalom Rokeach
על שארפטאן	Al Sharpton
ברוך גאלדשטיין	Baruch Goldstein
וואליד זשומבלאט	Walid Dschumblat
שלום אש	Schalom Asch
לואיס ליבי	Lewis Libby
דזשאן קארזיין	Jon Corzine
מסורה (טעקסט)	Masoretischer Text
ארגאניש עסן	Bio-Lebensmittel
שבועה	Eid
מנחם מענדל שניאורסאהן	Menachem Mendel Schneerson
כראניש	Krankheitsverlauf
ארטאדאקס	Orthodoxie
אפיקומן	Afikoman
שאפליפטינג	Ladendiebstahl
קאבל אינטערנעט	Kabelmodem
קאנסטרוקציע	Bauausführung
עזרא עטייה	Esra Atja
פלמ"ח	Palmach
מאזיר	Masyr
פויקער	Schlagzeuger
מאדיאר-לאפאש	Târgu Lăpuș
היט ענד ראן	Unfallflucht
שלעשין	Ślesin
יצחק מעראס	Icchokas Meras
גריצע	Grójec
אגדה	Aggada
װיקיפּעדיע:נאכפאלג ליסטע	Hilfe:Beobachtungsliste
װיקיפּעדיע:באוועגן	Hilfe:Seite verschieben
אגודת ישראל	Agudat Jisra’el
בג"ץ	Oberstes Gericht (Israel)
האלבקיילעך	Westliche und östliche Hemisphäre
אחיתופל	Ahitofel
דין	Law
ירושלים לייכטע באנען	Stadtbahn Jerusalem
נארוועגיש	Norwegisch
קאמאדא גרופע	Comodo
בית ישראל	Temple Beth Israel
עד שולץ	Ed Schultz
לאפעראמיד	Loperamid
עסצילאטאפראם	Escitalopram
יצחק לייבוש פרץ	Jizchok Leib Perez
מנחם נחום טווערסקי	Nachum von Tschernobyl
ReadyBoost	ReadyBoost
וויקטאר נעקראסאוו	Wiktor Platonowitsch Nekrassow
וויאלעט	Violett
ראזע	Rosa (Farbe)
פרשת בשלח	Beschalach
אפער וועסט סייד	Upper West Side
נצרת	Nazareth
ראדעוויץ	Rădăuți
שמחת תורה	Simchat Tora
מכבי אשדוד	Maccabi Aschdod (Basketball)
27 (נומער)	Siebenundzwanzig
35 (נומער)	Fünfunddreißig
64 (נומער)	Vierundsechzig
99 (נומער)	Neunundneunzig
עדגארדא מארטארא	Edgardo Mortara
ראבערט וואגנער	Robert F. Wagner junior
כתב עברי	Althebräische Schrift
עליה	Alijah laTorah
תועבה	Gräuel
נינעט טאייעב	Ninet Tayeb
איה כורם	Aya Korem
סינטיא אזיק	Cynthia Ozick
שרי אריסון	Shari Arison
אלכסנדרה החשמונאית	Alexandra (Hasmonäerin)
שלמה זלמן אויערבאך	Schlomo Salman Auerbach
סטענלי פישער	Stanley Fischer
יוחנן בן נורי	Jochanan ben Nuri
אמ"ן	Aman
אפער איסט סייד	Upper East Side
רובי ריוולין	Reuven Rivlin
הפועל חיפה	Hapoel Haifa
ליטאני טייך	Litani
מיני ישראל	Mini-Israel
ארפכשד	Arpachschad
זיסקייט	Süßkraft
מאיא פּליסעצקאיא	Maja Michailowna Plissezkaja
בנימין	Benjamin (Bibel)
גאלאנטא	Galanta
בענדין	Będzin
סאהא	SoHo (Manhattan)
פאריזער קלוב	Pariser Club
Cbc	CBC/Radio-Canada
ווייט פלעינס, ניו יארק	White Plains (New York)
נאריש און נארישער	Dumm und Dümmer
סינדי שעהין	Cindy Sheehan
עתליה	Atalja
ברעזנא	Brezno
עיפאק	American Israel Public Affairs Committee
היסטאריע פון טעכנאלאגיע	Technikgeschichte
הימל ליניע	Skyline
עמאקא	American Oil Company
קאנווענץ פאר קינדער-רעכט	UN-Kinderrechtskonvention
שרית חדד	Sarit Hadad
Thalys	Thalys
שלמה מיכאלס	Solomon Michailowitsch Michoels
פיער זשומייעל	Pierre Gemayel
מאקס וויינרייך	Max Weinreich
יעקב דורי	Jaakow Dori
חירם קעניג פון צור	Hiram I. (Tyros)
עד קאטש	Ed Koch
סאעמו טאיאדא	Toyoda Soemu
דייוויד דינקינס	David Dinkins
שמאי הזקן	Schammai
ר' אלעאי דער חבר פון ר' אבהו	Hela (Amoräer)
יוסף קארו	Josef Karo
חיים בר-לב	Chaim Bar-Lew
דוד האלבערשטאם (שרייבער)	David Halberstam
שמואל הנגיד	Schmuel ha-Nagid
עדמונד זשיימס דע ראטשילד	Edmond Rothschild
עובדיה יוסף	Ovadja Josef
דוד אלעזר	David Elazar
נחמן מברסלב	Rabbi Nachman
צביה גרינפעלד	Tzvia Greenfeld
לענא העלמסלי	Leona Helmsley
אתי אנקרי	Etti Ankri
לאורע שלעזינגער	Laura Schlessinger
מינקת רבקה	Rebekka bat Meir Tiktiner
מאלי פיקאן	Molly Picon
קארין אלאל	Corinne Allal
סביון ליבעראכט	Savyon Liebrecht
ניר בארקאט	Nir Barkat
ברוריה	Berurja
רודאלף ווערבע	Rudolf Vrba
גלעד צוקערמאן	Ghil’ad Zuckermann
מאטיאס ריים	Matthias Reim
פראסטיץ	Prostějov
אנדרע בואקלער	André Boisclair
